gene,compound
CATSPER4,halopemide
DDR2,halopemide
OPRL1,halopemide
SLC7A11,halopemide
FFAR2,halopemide
KCNMA1,halopemide
HRH4,halopemide
GHSR,halopemide
ALDH2,halopemide
COMT,halopemide
PTPN2,halopemide
KCNQ2,halopemide
ITGB2,halopemide
S1PR1,halopemide
FOXM1,halopemide
MAPK14,halopemide
SLCO2B1,halopemide
KCNN4,halopemide
GRIN2A,halopemide
CACNB4,halopemide
HSP90AB1,halopemide
CSK,halopemide
AKR1C1,halopemide
CHRM2,halopemide
TGFBR1,halopemide
TGM2,halopemide
CDK4,halopemide
LPAR1,halopemide
CHRM3,halopemide
UGT1A9,halopemide
HPGDS,halopemide
ADORA2A,halopemide
CCND1,halopemide
KCNN1,halopemide
ABL1,halopemide
SSTR2,halopemide
HSP90AA1,halopemide
TUBB4B,halopemide
EZH2,halopemide
PNLIP,halopemide
CYP2A6,halopemide
CSF1R,halopemide
S100B,halopemide
PDE7A,halopemide
AURKB,halopemide
CDC25A,halopemide
KCNK1,halopemide
CA14,halopemide
ICAM1,halopemide
GPR55,halopemide
OPRM1,halopemide
VEGFA,halopemide
ADH1C,halopemide
KCTD16,halopemide
CYP3A4,halopemide
AVPR1A,halopemide
MAPK8,halopemide
TNNC1,halopemide
GABRB2,halopemide
MMP2,halopemide
RET,halopemide
NAMPT,halopemide
CASP3,halopemide
KRAS,halopemide
BTK,halopemide
SLC29A1,halopemide
FFAR4,halopemide
PPARD,halopemide
BAX,halopemide
RGS4,halopemide
CDK7,halopemide
PPAT,halopemide
KCNJ1,halopemide
ATP5F1D,halopemide
PDPK1,halopemide
IGF1R,halopemide
MET,halopemide
GLRA3,halopemide
PIK3CG,halopemide
TBXAS1,halopemide
PLD1,halopemide
DHH,halopemide
AKT1,halopemide
CDK2,halopemide
PARP3,halopemide
PLK1,halopemide
ATM,halopemide
IMPDH1,halopemide
TUBB3,halopemide
BRAF,halopemide
HBB,halopemide
LYN,halopemide
ANXA1,halopemide
CCR1,halopemide
ALK,halopemide
HDAC3,halopemide
PTGIR,halopemide
RPL23A,halopemide
FLT3,halopemide
MME,halopemide
CTSG,halopemide
PAK4,halopemide
GPR119,halopemide
SCNN1G,halopemide
GJB4,halopemide
S1PR4,halopemide
IL1B,halopemide
F10,halopemide
ELANE,halopemide
RPL3,halopemide
ERBB2,halopemide
AKR1B1,halopemide
GUCY1B1,halopemide
ADRA2B,halopemide
HCK,halopemide
P3H1,halopemide
CA5A,halopemide
DCK,halopemide
TNF,halopemide
RNASE1,halopemide
PTGIS,halopemide
PRKCE,halopemide
FPR1,halopemide
FGF1,halopemide
CDK9,halopemide
KDR,halopemide
EDNRB,halopemide
ASIC1,halopemide
JAK1,halopemide
PLA2G1B,halopemide
BRD4,halopemide
TUBB,halopemide
AGER,halopemide
S1PR2,halopemide
PDE4D,halopemide
CHEK2,halopemide
PAK1,halopemide
HDAC6,halopemide
DYRK1B,halopemide
USP1,halopemide
CYP1A2,halopemide
CACNG1,halopemide
HTR2C,halopemide
DNMT3A,halopemide
PORCN,halopemide
GAA,halopemide
PRKCB,halopemide
PTK2B,halopemide
CLK1,halopemide
CACNA2D3,halopemide
HSD11B1,halopemide
HTR3A,halopemide
ADA,halopemide
PDE3A,halopemide
NTRK1,halopemide
LCK,halopemide
KCNH7,halopemide
SIRT2,halopemide
P2RY12,halopemide
HIF1A,sulfinpyrazone
CATSPER4,sulfinpyrazone
DDR2,sulfinpyrazone
OPRL1,sulfinpyrazone
SLC7A11,sulfinpyrazone
FFAR2,sulfinpyrazone
KCNMA1,sulfinpyrazone
HRH4,sulfinpyrazone
GHSR,sulfinpyrazone
ALDH2,sulfinpyrazone
COMT,sulfinpyrazone
PTPN2,sulfinpyrazone
KCNQ2,sulfinpyrazone
ITGB2,sulfinpyrazone
S1PR1,sulfinpyrazone
FOXM1,sulfinpyrazone
MAPK14,sulfinpyrazone
SLCO2B1,sulfinpyrazone
KCNN4,sulfinpyrazone
GRIN2A,sulfinpyrazone
CACNB4,sulfinpyrazone
HSP90AB1,sulfinpyrazone
CSK,sulfinpyrazone
AKR1C1,sulfinpyrazone
CHRM2,sulfinpyrazone
TGFBR1,sulfinpyrazone
TGM2,sulfinpyrazone
CDK4,sulfinpyrazone
LPAR1,sulfinpyrazone
CHRM3,sulfinpyrazone
UGT1A9,sulfinpyrazone
HPGDS,sulfinpyrazone
ADORA2A,sulfinpyrazone
CCND1,sulfinpyrazone
KCNN1,sulfinpyrazone
ABL1,sulfinpyrazone
SSTR2,sulfinpyrazone
HSP90AA1,sulfinpyrazone
TUBB4B,sulfinpyrazone
EZH2,sulfinpyrazone
PNLIP,sulfinpyrazone
CYP2A6,sulfinpyrazone
CSF1R,sulfinpyrazone
S100B,sulfinpyrazone
PDE7A,sulfinpyrazone
AURKB,sulfinpyrazone
CDC25A,sulfinpyrazone
KCNK1,sulfinpyrazone
CA14,sulfinpyrazone
ICAM1,sulfinpyrazone
GPR55,sulfinpyrazone
OPRM1,sulfinpyrazone
VEGFA,sulfinpyrazone
ADH1C,sulfinpyrazone
KCTD16,sulfinpyrazone
CYP3A4,sulfinpyrazone
AVPR1A,sulfinpyrazone
MAPK8,sulfinpyrazone
TNNC1,sulfinpyrazone
GABRB2,sulfinpyrazone
MMP2,sulfinpyrazone
RET,sulfinpyrazone
NAMPT,sulfinpyrazone
CASP3,sulfinpyrazone
KRAS,sulfinpyrazone
BTK,sulfinpyrazone
SLC29A1,sulfinpyrazone
FFAR4,sulfinpyrazone
PPARD,sulfinpyrazone
BAX,sulfinpyrazone
RGS4,sulfinpyrazone
CDK7,sulfinpyrazone
PPAT,sulfinpyrazone
KCNJ1,sulfinpyrazone
ATP5F1D,sulfinpyrazone
PDPK1,sulfinpyrazone
IGF1R,sulfinpyrazone
MET,sulfinpyrazone
GLRA3,sulfinpyrazone
PIK3CG,sulfinpyrazone
TBXAS1,sulfinpyrazone
PLD1,sulfinpyrazone
DHH,sulfinpyrazone
AKT1,sulfinpyrazone
CDK2,sulfinpyrazone
PARP3,sulfinpyrazone
PLK1,sulfinpyrazone
ATM,sulfinpyrazone
IMPDH1,sulfinpyrazone
TUBB3,sulfinpyrazone
BRAF,sulfinpyrazone
HBB,sulfinpyrazone
LYN,sulfinpyrazone
ANXA1,sulfinpyrazone
CCR1,sulfinpyrazone
ALK,sulfinpyrazone
HDAC3,sulfinpyrazone
PTGIR,sulfinpyrazone
RPL23A,sulfinpyrazone
FLT3,sulfinpyrazone
MME,sulfinpyrazone
CTSG,sulfinpyrazone
PAK4,sulfinpyrazone
GPR119,sulfinpyrazone
SCNN1G,sulfinpyrazone
GJB4,sulfinpyrazone
S1PR4,sulfinpyrazone
IL1B,sulfinpyrazone
F10,sulfinpyrazone
ELANE,sulfinpyrazone
RPL3,sulfinpyrazone
ERBB2,sulfinpyrazone
AKR1B1,sulfinpyrazone
GUCY1B1,sulfinpyrazone
ADRA2B,sulfinpyrazone
HCK,sulfinpyrazone
P3H1,sulfinpyrazone
CA5A,sulfinpyrazone
DCK,sulfinpyrazone
TNF,sulfinpyrazone
RNASE1,sulfinpyrazone
PTGIS,sulfinpyrazone
PRKCE,sulfinpyrazone
FPR1,sulfinpyrazone
FGF1,sulfinpyrazone
CDK9,sulfinpyrazone
KDR,sulfinpyrazone
EDNRB,sulfinpyrazone
ASIC1,sulfinpyrazone
JAK1,sulfinpyrazone
PLA2G1B,sulfinpyrazone
BRD4,sulfinpyrazone
TUBB,sulfinpyrazone
AGER,sulfinpyrazone
S1PR2,sulfinpyrazone
PDE4D,sulfinpyrazone
CHEK2,sulfinpyrazone
PAK1,sulfinpyrazone
HDAC6,sulfinpyrazone
DYRK1B,sulfinpyrazone
USP1,sulfinpyrazone
CYP1A2,sulfinpyrazone
CACNG1,sulfinpyrazone
HTR2C,sulfinpyrazone
DNMT3A,sulfinpyrazone
PORCN,sulfinpyrazone
GAA,sulfinpyrazone
PRKCB,sulfinpyrazone
PTK2B,sulfinpyrazone
CLK1,sulfinpyrazone
CACNA2D3,sulfinpyrazone
HSD11B1,sulfinpyrazone
HTR3A,sulfinpyrazone
ADA,sulfinpyrazone
PDE3A,sulfinpyrazone
NTRK1,sulfinpyrazone
LCK,sulfinpyrazone
KCNH7,sulfinpyrazone
SIRT2,sulfinpyrazone
P2RY12,sulfinpyrazone
HIF1A,BRL-50481
CATSPER4,BRL-50481
DDR2,BRL-50481
OPRL1,BRL-50481
SLC7A11,BRL-50481
FFAR2,BRL-50481
KCNMA1,BRL-50481
HRH4,BRL-50481
GHSR,BRL-50481
ALDH2,BRL-50481
COMT,BRL-50481
PTPN2,BRL-50481
KCNQ2,BRL-50481
ITGB2,BRL-50481
S1PR1,BRL-50481
FOXM1,BRL-50481
MAPK14,BRL-50481
SLCO2B1,BRL-50481
KCNN4,BRL-50481
GRIN2A,BRL-50481
CACNB4,BRL-50481
HSP90AB1,BRL-50481
CSK,BRL-50481
AKR1C1,BRL-50481
CHRM2,BRL-50481
TGFBR1,BRL-50481
TGM2,BRL-50481
CDK4,BRL-50481
LPAR1,BRL-50481
CHRM3,BRL-50481
UGT1A9,BRL-50481
HPGDS,BRL-50481
ADORA2A,BRL-50481
CCND1,BRL-50481
KCNN1,BRL-50481
ABL1,BRL-50481
SSTR2,BRL-50481
HSP90AA1,BRL-50481
TUBB4B,BRL-50481
EZH2,BRL-50481
PNLIP,BRL-50481
CYP2A6,BRL-50481
CSF1R,BRL-50481
S100B,BRL-50481
PDE7A,BRL-50481
AURKB,BRL-50481
CDC25A,BRL-50481
KCNK1,BRL-50481
CA14,BRL-50481
ICAM1,BRL-50481
GPR55,BRL-50481
OPRM1,BRL-50481
VEGFA,BRL-50481
ADH1C,BRL-50481
KCTD16,BRL-50481
CYP3A4,BRL-50481
AVPR1A,BRL-50481
MAPK8,BRL-50481
TNNC1,BRL-50481
GABRB2,BRL-50481
MMP2,BRL-50481
RET,BRL-50481
NAMPT,BRL-50481
CASP3,BRL-50481
KRAS,BRL-50481
BTK,BRL-50481
SLC29A1,BRL-50481
FFAR4,BRL-50481
PPARD,BRL-50481
BAX,BRL-50481
RGS4,BRL-50481
CDK7,BRL-50481
PPAT,BRL-50481
KCNJ1,BRL-50481
ATP5F1D,BRL-50481
PDPK1,BRL-50481
IGF1R,BRL-50481
MET,BRL-50481
GLRA3,BRL-50481
PIK3CG,BRL-50481
TBXAS1,BRL-50481
PLD1,BRL-50481
DHH,BRL-50481
AKT1,BRL-50481
CDK2,BRL-50481
PARP3,BRL-50481
PLK1,BRL-50481
ATM,BRL-50481
IMPDH1,BRL-50481
TUBB3,BRL-50481
BRAF,BRL-50481
HBB,BRL-50481
LYN,BRL-50481
ANXA1,BRL-50481
CCR1,BRL-50481
ALK,BRL-50481
HDAC3,BRL-50481
PTGIR,BRL-50481
RPL23A,BRL-50481
FLT3,BRL-50481
MME,BRL-50481
CTSG,BRL-50481
PAK4,BRL-50481
GPR119,BRL-50481
SCNN1G,BRL-50481
GJB4,BRL-50481
S1PR4,BRL-50481
IL1B,BRL-50481
F10,BRL-50481
ELANE,BRL-50481
RPL3,BRL-50481
ERBB2,BRL-50481
AKR1B1,BRL-50481
GUCY1B1,BRL-50481
ADRA2B,BRL-50481
HCK,BRL-50481
P3H1,BRL-50481
CA5A,BRL-50481
DCK,BRL-50481
TNF,BRL-50481
RNASE1,BRL-50481
PTGIS,BRL-50481
PRKCE,BRL-50481
FPR1,BRL-50481
FGF1,BRL-50481
CDK9,BRL-50481
KDR,BRL-50481
EDNRB,BRL-50481
ASIC1,BRL-50481
JAK1,BRL-50481
PLA2G1B,BRL-50481
BRD4,BRL-50481
TUBB,BRL-50481
AGER,BRL-50481
S1PR2,BRL-50481
PDE4D,BRL-50481
CHEK2,BRL-50481
PAK1,BRL-50481
HDAC6,BRL-50481
DYRK1B,BRL-50481
USP1,BRL-50481
CYP1A2,BRL-50481
CACNG1,BRL-50481
HTR2C,BRL-50481
DNMT3A,BRL-50481
PORCN,BRL-50481
GAA,BRL-50481
PRKCB,BRL-50481
PTK2B,BRL-50481
CLK1,BRL-50481
CACNA2D3,BRL-50481
HSD11B1,BRL-50481
HTR3A,BRL-50481
ADA,BRL-50481
PDE3A,BRL-50481
NTRK1,BRL-50481
LCK,BRL-50481
KCNH7,BRL-50481
SIRT2,BRL-50481
P2RY12,BRL-50481
HIF1A,GSK2110183
CATSPER4,GSK2110183
DDR2,GSK2110183
OPRL1,GSK2110183
SLC7A11,GSK2110183
FFAR2,GSK2110183
KCNMA1,GSK2110183
HRH4,GSK2110183
GHSR,GSK2110183
ALDH2,GSK2110183
COMT,GSK2110183
PTPN2,GSK2110183
KCNQ2,GSK2110183
ITGB2,GSK2110183
S1PR1,GSK2110183
FOXM1,GSK2110183
MAPK14,GSK2110183
SLCO2B1,GSK2110183
KCNN4,GSK2110183
GRIN2A,GSK2110183
CACNB4,GSK2110183
HSP90AB1,GSK2110183
CSK,GSK2110183
AKR1C1,GSK2110183
CHRM2,GSK2110183
TGFBR1,GSK2110183
TGM2,GSK2110183
CDK4,GSK2110183
LPAR1,GSK2110183
CHRM3,GSK2110183
UGT1A9,GSK2110183
HPGDS,GSK2110183
ADORA2A,GSK2110183
CCND1,GSK2110183
KCNN1,GSK2110183
ABL1,GSK2110183
SSTR2,GSK2110183
HSP90AA1,GSK2110183
TUBB4B,GSK2110183
EZH2,GSK2110183
PNLIP,GSK2110183
CYP2A6,GSK2110183
CSF1R,GSK2110183
S100B,GSK2110183
PDE7A,GSK2110183
AURKB,GSK2110183
CDC25A,GSK2110183
KCNK1,GSK2110183
CA14,GSK2110183
ICAM1,GSK2110183
GPR55,GSK2110183
OPRM1,GSK2110183
VEGFA,GSK2110183
ADH1C,GSK2110183
KCTD16,GSK2110183
CYP3A4,GSK2110183
AVPR1A,GSK2110183
MAPK8,GSK2110183
TNNC1,GSK2110183
GABRB2,GSK2110183
MMP2,GSK2110183
RET,GSK2110183
NAMPT,GSK2110183
CASP3,GSK2110183
KRAS,GSK2110183
BTK,GSK2110183
SLC29A1,GSK2110183
FFAR4,GSK2110183
PPARD,GSK2110183
BAX,GSK2110183
RGS4,GSK2110183
CDK7,GSK2110183
PPAT,GSK2110183
KCNJ1,GSK2110183
ATP5F1D,GSK2110183
PDPK1,GSK2110183
IGF1R,GSK2110183
MET,GSK2110183
GLRA3,GSK2110183
PIK3CG,GSK2110183
TBXAS1,GSK2110183
PLD1,GSK2110183
DHH,GSK2110183
AKT1,GSK2110183
CDK2,GSK2110183
PARP3,GSK2110183
PLK1,GSK2110183
ATM,GSK2110183
IMPDH1,GSK2110183
TUBB3,GSK2110183
BRAF,GSK2110183
HBB,GSK2110183
LYN,GSK2110183
ANXA1,GSK2110183
CCR1,GSK2110183
ALK,GSK2110183
HDAC3,GSK2110183
PTGIR,GSK2110183
RPL23A,GSK2110183
FLT3,GSK2110183
MME,GSK2110183
CTSG,GSK2110183
PAK4,GSK2110183
GPR119,GSK2110183
SCNN1G,GSK2110183
GJB4,GSK2110183
S1PR4,GSK2110183
IL1B,GSK2110183
F10,GSK2110183
ELANE,GSK2110183
RPL3,GSK2110183
ERBB2,GSK2110183
AKR1B1,GSK2110183
GUCY1B1,GSK2110183
ADRA2B,GSK2110183
HCK,GSK2110183
P3H1,GSK2110183
CA5A,GSK2110183
DCK,GSK2110183
TNF,GSK2110183
RNASE1,GSK2110183
PTGIS,GSK2110183
PRKCE,GSK2110183
FPR1,GSK2110183
FGF1,GSK2110183
CDK9,GSK2110183
KDR,GSK2110183
EDNRB,GSK2110183
ASIC1,GSK2110183
JAK1,GSK2110183
PLA2G1B,GSK2110183
BRD4,GSK2110183
TUBB,GSK2110183
AGER,GSK2110183
S1PR2,GSK2110183
PDE4D,GSK2110183
CHEK2,GSK2110183
PAK1,GSK2110183
HDAC6,GSK2110183
DYRK1B,GSK2110183
USP1,GSK2110183
CYP1A2,GSK2110183
CACNG1,GSK2110183
HTR2C,GSK2110183
DNMT3A,GSK2110183
PORCN,GSK2110183
GAA,GSK2110183
PRKCB,GSK2110183
PTK2B,GSK2110183
CLK1,GSK2110183
CACNA2D3,GSK2110183
HSD11B1,GSK2110183
HTR3A,GSK2110183
ADA,GSK2110183
PDE3A,GSK2110183
NTRK1,GSK2110183
LCK,GSK2110183
KCNH7,GSK2110183
SIRT2,GSK2110183
P2RY12,GSK2110183
HIF1A,bufexamac
CATSPER4,bufexamac
DDR2,bufexamac
OPRL1,bufexamac
SLC7A11,bufexamac
FFAR2,bufexamac
KCNMA1,bufexamac
HRH4,bufexamac
GHSR,bufexamac
ALDH2,bufexamac
COMT,bufexamac
PTPN2,bufexamac
KCNQ2,bufexamac
ITGB2,bufexamac
S1PR1,bufexamac
FOXM1,bufexamac
MAPK14,bufexamac
SLCO2B1,bufexamac
KCNN4,bufexamac
GRIN2A,bufexamac
CACNB4,bufexamac
HSP90AB1,bufexamac
CSK,bufexamac
AKR1C1,bufexamac
CHRM2,bufexamac
TGFBR1,bufexamac
TGM2,bufexamac
CDK4,bufexamac
LPAR1,bufexamac
CHRM3,bufexamac
UGT1A9,bufexamac
HPGDS,bufexamac
ADORA2A,bufexamac
CCND1,bufexamac
KCNN1,bufexamac
ABL1,bufexamac
SSTR2,bufexamac
HSP90AA1,bufexamac
TUBB4B,bufexamac
EZH2,bufexamac
PNLIP,bufexamac
CYP2A6,bufexamac
CSF1R,bufexamac
S100B,bufexamac
PDE7A,bufexamac
AURKB,bufexamac
CDC25A,bufexamac
KCNK1,bufexamac
CA14,bufexamac
ICAM1,bufexamac
GPR55,bufexamac
OPRM1,bufexamac
VEGFA,bufexamac
ADH1C,bufexamac
KCTD16,bufexamac
CYP3A4,bufexamac
AVPR1A,bufexamac
MAPK8,bufexamac
TNNC1,bufexamac
GABRB2,bufexamac
MMP2,bufexamac
RET,bufexamac
NAMPT,bufexamac
CASP3,bufexamac
KRAS,bufexamac
BTK,bufexamac
SLC29A1,bufexamac
FFAR4,bufexamac
PPARD,bufexamac
BAX,bufexamac
RGS4,bufexamac
CDK7,bufexamac
PPAT,bufexamac
KCNJ1,bufexamac
ATP5F1D,bufexamac
PDPK1,bufexamac
IGF1R,bufexamac
MET,bufexamac
GLRA3,bufexamac
PIK3CG,bufexamac
TBXAS1,bufexamac
PLD1,bufexamac
DHH,bufexamac
AKT1,bufexamac
CDK2,bufexamac
PARP3,bufexamac
PLK1,bufexamac
ATM,bufexamac
IMPDH1,bufexamac
TUBB3,bufexamac
BRAF,bufexamac
HBB,bufexamac
LYN,bufexamac
ANXA1,bufexamac
CCR1,bufexamac
ALK,bufexamac
HDAC3,bufexamac
PTGIR,bufexamac
RPL23A,bufexamac
FLT3,bufexamac
MME,bufexamac
CTSG,bufexamac
PAK4,bufexamac
GPR119,bufexamac
SCNN1G,bufexamac
GJB4,bufexamac
S1PR4,bufexamac
IL1B,bufexamac
F10,bufexamac
ELANE,bufexamac
RPL3,bufexamac
ERBB2,bufexamac
AKR1B1,bufexamac
GUCY1B1,bufexamac
ADRA2B,bufexamac
HCK,bufexamac
P3H1,bufexamac
CA5A,bufexamac
DCK,bufexamac
TNF,bufexamac
RNASE1,bufexamac
PTGIS,bufexamac
PRKCE,bufexamac
FPR1,bufexamac
FGF1,bufexamac
CDK9,bufexamac
KDR,bufexamac
EDNRB,bufexamac
ASIC1,bufexamac
JAK1,bufexamac
PLA2G1B,bufexamac
BRD4,bufexamac
TUBB,bufexamac
AGER,bufexamac
S1PR2,bufexamac
PDE4D,bufexamac
CHEK2,bufexamac
PAK1,bufexamac
HDAC6,bufexamac
DYRK1B,bufexamac
USP1,bufexamac
CYP1A2,bufexamac
CACNG1,bufexamac
HTR2C,bufexamac
DNMT3A,bufexamac
PORCN,bufexamac
GAA,bufexamac
PRKCB,bufexamac
PTK2B,bufexamac
CLK1,bufexamac
CACNA2D3,bufexamac
HSD11B1,bufexamac
HTR3A,bufexamac
ADA,bufexamac
PDE3A,bufexamac
NTRK1,bufexamac
LCK,bufexamac
KCNH7,bufexamac
SIRT2,bufexamac
P2RY12,bufexamac
HIF1A,anandamide
CATSPER4,anandamide
DDR2,anandamide
OPRL1,anandamide
SLC7A11,anandamide
FFAR2,anandamide
KCNMA1,anandamide
HRH4,anandamide
GHSR,anandamide
ALDH2,anandamide
COMT,anandamide
PTPN2,anandamide
KCNQ2,anandamide
ITGB2,anandamide
S1PR1,anandamide
FOXM1,anandamide
MAPK14,anandamide
SLCO2B1,anandamide
KCNN4,anandamide
GRIN2A,anandamide
CACNB4,anandamide
HSP90AB1,anandamide
CSK,anandamide
AKR1C1,anandamide
CHRM2,anandamide
TGFBR1,anandamide
TGM2,anandamide
CDK4,anandamide
LPAR1,anandamide
CHRM3,anandamide
UGT1A9,anandamide
HPGDS,anandamide
ADORA2A,anandamide
CCND1,anandamide
KCNN1,anandamide
ABL1,anandamide
SSTR2,anandamide
HSP90AA1,anandamide
TUBB4B,anandamide
EZH2,anandamide
PNLIP,anandamide
CYP2A6,anandamide
CSF1R,anandamide
S100B,anandamide
PDE7A,anandamide
AURKB,anandamide
CDC25A,anandamide
KCNK1,anandamide
CA14,anandamide
ICAM1,anandamide
GPR55,anandamide
OPRM1,anandamide
VEGFA,anandamide
ADH1C,anandamide
KCTD16,anandamide
CYP3A4,anandamide
AVPR1A,anandamide
MAPK8,anandamide
TNNC1,anandamide
GABRB2,anandamide
MMP2,anandamide
RET,anandamide
NAMPT,anandamide
CASP3,anandamide
KRAS,anandamide
BTK,anandamide
SLC29A1,anandamide
FFAR4,anandamide
PPARD,anandamide
BAX,anandamide
RGS4,anandamide
CDK7,anandamide
PPAT,anandamide
KCNJ1,anandamide
ATP5F1D,anandamide
PDPK1,anandamide
IGF1R,anandamide
MET,anandamide
GLRA3,anandamide
PIK3CG,anandamide
TBXAS1,anandamide
PLD1,anandamide
DHH,anandamide
AKT1,anandamide
CDK2,anandamide
PARP3,anandamide
PLK1,anandamide
ATM,anandamide
IMPDH1,anandamide
TUBB3,anandamide
BRAF,anandamide
HBB,anandamide
LYN,anandamide
ANXA1,anandamide
CCR1,anandamide
ALK,anandamide
HDAC3,anandamide
PTGIR,anandamide
RPL23A,anandamide
FLT3,anandamide
MME,anandamide
CTSG,anandamide
PAK4,anandamide
GPR119,anandamide
SCNN1G,anandamide
GJB4,anandamide
S1PR4,anandamide
IL1B,anandamide
F10,anandamide
ELANE,anandamide
RPL3,anandamide
ERBB2,anandamide
AKR1B1,anandamide
GUCY1B1,anandamide
ADRA2B,anandamide
HCK,anandamide
P3H1,anandamide
CA5A,anandamide
DCK,anandamide
TNF,anandamide
RNASE1,anandamide
PTGIS,anandamide
PRKCE,anandamide
FPR1,anandamide
FGF1,anandamide
CDK9,anandamide
KDR,anandamide
EDNRB,anandamide
ASIC1,anandamide
JAK1,anandamide
PLA2G1B,anandamide
BRD4,anandamide
TUBB,anandamide
AGER,anandamide
S1PR2,anandamide
PDE4D,anandamide
CHEK2,anandamide
PAK1,anandamide
HDAC6,anandamide
DYRK1B,anandamide
USP1,anandamide
CYP1A2,anandamide
CACNG1,anandamide
HTR2C,anandamide
DNMT3A,anandamide
PORCN,anandamide
GAA,anandamide
PRKCB,anandamide
PTK2B,anandamide
CLK1,anandamide
CACNA2D3,anandamide
HSD11B1,anandamide
HTR3A,anandamide
ADA,anandamide
PDE3A,anandamide
NTRK1,anandamide
LCK,anandamide
KCNH7,anandamide
SIRT2,anandamide
P2RY12,anandamide
HIF1A,thioguanine
CATSPER4,thioguanine
DDR2,thioguanine
OPRL1,thioguanine
SLC7A11,thioguanine
FFAR2,thioguanine
KCNMA1,thioguanine
HRH4,thioguanine
GHSR,thioguanine
ALDH2,thioguanine
COMT,thioguanine
PTPN2,thioguanine
KCNQ2,thioguanine
ITGB2,thioguanine
S1PR1,thioguanine
FOXM1,thioguanine
MAPK14,thioguanine
SLCO2B1,thioguanine
KCNN4,thioguanine
GRIN2A,thioguanine
CACNB4,thioguanine
HSP90AB1,thioguanine
CSK,thioguanine
AKR1C1,thioguanine
CHRM2,thioguanine
TGFBR1,thioguanine
TGM2,thioguanine
CDK4,thioguanine
LPAR1,thioguanine
CHRM3,thioguanine
UGT1A9,thioguanine
HPGDS,thioguanine
ADORA2A,thioguanine
CCND1,thioguanine
KCNN1,thioguanine
ABL1,thioguanine
SSTR2,thioguanine
HSP90AA1,thioguanine
TUBB4B,thioguanine
EZH2,thioguanine
PNLIP,thioguanine
CYP2A6,thioguanine
CSF1R,thioguanine
S100B,thioguanine
PDE7A,thioguanine
AURKB,thioguanine
CDC25A,thioguanine
KCNK1,thioguanine
CA14,thioguanine
ICAM1,thioguanine
GPR55,thioguanine
OPRM1,thioguanine
VEGFA,thioguanine
ADH1C,thioguanine
KCTD16,thioguanine
CYP3A4,thioguanine
AVPR1A,thioguanine
MAPK8,thioguanine
TNNC1,thioguanine
GABRB2,thioguanine
MMP2,thioguanine
RET,thioguanine
NAMPT,thioguanine
CASP3,thioguanine
KRAS,thioguanine
BTK,thioguanine
SLC29A1,thioguanine
FFAR4,thioguanine
PPARD,thioguanine
BAX,thioguanine
RGS4,thioguanine
CDK7,thioguanine
PPAT,thioguanine
KCNJ1,thioguanine
ATP5F1D,thioguanine
PDPK1,thioguanine
IGF1R,thioguanine
MET,thioguanine
GLRA3,thioguanine
PIK3CG,thioguanine
TBXAS1,thioguanine
PLD1,thioguanine
DHH,thioguanine
AKT1,thioguanine
CDK2,thioguanine
PARP3,thioguanine
PLK1,thioguanine
ATM,thioguanine
IMPDH1,thioguanine
TUBB3,thioguanine
BRAF,thioguanine
HBB,thioguanine
LYN,thioguanine
ANXA1,thioguanine
CCR1,thioguanine
ALK,thioguanine
HDAC3,thioguanine
PTGIR,thioguanine
RPL23A,thioguanine
FLT3,thioguanine
MME,thioguanine
CTSG,thioguanine
PAK4,thioguanine
GPR119,thioguanine
SCNN1G,thioguanine
GJB4,thioguanine
S1PR4,thioguanine
IL1B,thioguanine
F10,thioguanine
ELANE,thioguanine
RPL3,thioguanine
ERBB2,thioguanine
AKR1B1,thioguanine
GUCY1B1,thioguanine
ADRA2B,thioguanine
HCK,thioguanine
P3H1,thioguanine
CA5A,thioguanine
DCK,thioguanine
TNF,thioguanine
RNASE1,thioguanine
PTGIS,thioguanine
PRKCE,thioguanine
FPR1,thioguanine
FGF1,thioguanine
CDK9,thioguanine
KDR,thioguanine
EDNRB,thioguanine
ASIC1,thioguanine
JAK1,thioguanine
PLA2G1B,thioguanine
BRD4,thioguanine
TUBB,thioguanine
AGER,thioguanine
S1PR2,thioguanine
PDE4D,thioguanine
CHEK2,thioguanine
PAK1,thioguanine
HDAC6,thioguanine
DYRK1B,thioguanine
USP1,thioguanine
CYP1A2,thioguanine
CACNG1,thioguanine
HTR2C,thioguanine
DNMT3A,thioguanine
PORCN,thioguanine
GAA,thioguanine
PRKCB,thioguanine
PTK2B,thioguanine
CLK1,thioguanine
CACNA2D3,thioguanine
HSD11B1,thioguanine
HTR3A,thioguanine
ADA,thioguanine
PDE3A,thioguanine
NTRK1,thioguanine
LCK,thioguanine
KCNH7,thioguanine
SIRT2,thioguanine
P2RY12,thioguanine
HIF1A,lonafarnib
CATSPER4,lonafarnib
DDR2,lonafarnib
OPRL1,lonafarnib
SLC7A11,lonafarnib
FFAR2,lonafarnib
KCNMA1,lonafarnib
HRH4,lonafarnib
GHSR,lonafarnib
ALDH2,lonafarnib
COMT,lonafarnib
PTPN2,lonafarnib
KCNQ2,lonafarnib
ITGB2,lonafarnib
S1PR1,lonafarnib
FOXM1,lonafarnib
MAPK14,lonafarnib
SLCO2B1,lonafarnib
KCNN4,lonafarnib
GRIN2A,lonafarnib
CACNB4,lonafarnib
HSP90AB1,lonafarnib
CSK,lonafarnib
AKR1C1,lonafarnib
