gene,compound
S100B,ANR-94
PDE7A,ANR-94
AURKB,ANR-94
CDC25A,ANR-94
ICAM1,ANR-94
VEGFA,ANR-94
CYP3A4,ANR-94
AVPR1A,ANR-94
GABRB2,ANR-94
MMP2,ANR-94
RET,ANR-94
KRAS,ANR-94
SLC29A1,ANR-94
CDK7,ANR-94
PPAT,ANR-94
KCNJ1,ANR-94
IGF1R,ANR-94
AKT1,ANR-94
CDK2,ANR-94
PARP3,ANR-94
IMPDH1,ANR-94
TUBB3,ANR-94
BRAF,ANR-94
LYN,ANR-94
ANXA1,ANR-94
CCR1,ANR-94
HDAC3,ANR-94
PTGIR,ANR-94
RPL23A,ANR-94
MME,ANR-94
PAK4,ANR-94
GJB4,ANR-94
S1PR4,ANR-94
IL1B,ANR-94
F10,ANR-94
RPL3,ANR-94
ERBB2,ANR-94
ADRA2B,ANR-94
P3H1,ANR-94
TNF,ANR-94
PRKCE,ANR-94
FPR1,ANR-94
FGF1,ANR-94
CDK9,ANR-94
KDR,ANR-94
JAK1,ANR-94
TUBB,ANR-94
S1PR2,ANR-94
PDE4D,ANR-94
CHEK2,ANR-94
PAK1,ANR-94
USP1,ANR-94
CYP1A2,ANR-94
CACNG1,ANR-94
HTR2C,ANR-94
DNMT3A,ANR-94
PORCN,ANR-94
GAA,ANR-94
PRKCB,ANR-94
PTK2B,ANR-94
CLK1,ANR-94
CACNA2D3,ANR-94
HSD11B1,ANR-94
PDE3A,ANR-94
LCK,ANR-94
KCNH7,ANR-94
SIRT2,ANR-94
P2RY12,ANR-94
HIF1A,trihexyphenidyl
CATSPER4,trihexyphenidyl
SLC7A11,trihexyphenidyl
FFAR2,trihexyphenidyl
KCNMA1,trihexyphenidyl
GHSR,trihexyphenidyl
COMT,trihexyphenidyl
PTPN2,trihexyphenidyl
KCNQ2,trihexyphenidyl
ITGB2,trihexyphenidyl
S1PR1,trihexyphenidyl
FOXM1,trihexyphenidyl
MAPK14,trihexyphenidyl
GRIN2A,trihexyphenidyl
HSP90AB1,trihexyphenidyl
CSK,trihexyphenidyl
AKR1C1,trihexyphenidyl
TGM2,trihexyphenidyl
LPAR1,trihexyphenidyl
ADORA2A,trihexyphenidyl
CCND1,trihexyphenidyl
KCNN1,trihexyphenidyl
SSTR2,trihexyphenidyl
HSP90AA1,trihexyphenidyl
TUBB4B,trihexyphenidyl
PNLIP,trihexyphenidyl
CYP2A6,trihexyphenidyl
CSF1R,trihexyphenidyl
S100B,trihexyphenidyl
PDE7A,trihexyphenidyl
AURKB,trihexyphenidyl
CDC25A,trihexyphenidyl
ICAM1,trihexyphenidyl
VEGFA,trihexyphenidyl
CYP3A4,trihexyphenidyl
AVPR1A,trihexyphenidyl
GABRB2,trihexyphenidyl
MMP2,trihexyphenidyl
RET,trihexyphenidyl
KRAS,trihexyphenidyl
SLC29A1,trihexyphenidyl
CDK7,trihexyphenidyl
PPAT,trihexyphenidyl
KCNJ1,trihexyphenidyl
IGF1R,trihexyphenidyl
AKT1,trihexyphenidyl
CDK2,trihexyphenidyl
PARP3,trihexyphenidyl
IMPDH1,trihexyphenidyl
TUBB3,trihexyphenidyl
BRAF,trihexyphenidyl
LYN,trihexyphenidyl
ANXA1,trihexyphenidyl
CCR1,trihexyphenidyl
HDAC3,trihexyphenidyl
PTGIR,trihexyphenidyl
RPL23A,trihexyphenidyl
MME,trihexyphenidyl
PAK4,trihexyphenidyl
GJB4,trihexyphenidyl
S1PR4,trihexyphenidyl
IL1B,trihexyphenidyl
F10,trihexyphenidyl
RPL3,trihexyphenidyl
ERBB2,trihexyphenidyl
ADRA2B,trihexyphenidyl
P3H1,trihexyphenidyl
TNF,trihexyphenidyl
PRKCE,trihexyphenidyl
FPR1,trihexyphenidyl
FGF1,trihexyphenidyl
CDK9,trihexyphenidyl
KDR,trihexyphenidyl
JAK1,trihexyphenidyl
TUBB,trihexyphenidyl
S1PR2,trihexyphenidyl
PDE4D,trihexyphenidyl
CHEK2,trihexyphenidyl
PAK1,trihexyphenidyl
USP1,trihexyphenidyl
CYP1A2,trihexyphenidyl
CACNG1,trihexyphenidyl
HTR2C,trihexyphenidyl
DNMT3A,trihexyphenidyl
PORCN,trihexyphenidyl
GAA,trihexyphenidyl
PRKCB,trihexyphenidyl
PTK2B,trihexyphenidyl
CLK1,trihexyphenidyl
CACNA2D3,trihexyphenidyl
HSD11B1,trihexyphenidyl
PDE3A,trihexyphenidyl
LCK,trihexyphenidyl
KCNH7,trihexyphenidyl
SIRT2,trihexyphenidyl
P2RY12,trihexyphenidyl
HIF1A,danusertib
CATSPER4,danusertib
SLC7A11,danusertib
FFAR2,danusertib
KCNMA1,danusertib
GHSR,danusertib
COMT,danusertib
PTPN2,danusertib
KCNQ2,danusertib
ITGB2,danusertib
S1PR1,danusertib
FOXM1,danusertib
MAPK14,danusertib
GRIN2A,danusertib
HSP90AB1,danusertib
CSK,danusertib
AKR1C1,danusertib
TGM2,danusertib
LPAR1,danusertib
ADORA2A,danusertib
CCND1,danusertib
KCNN1,danusertib
SSTR2,danusertib
HSP90AA1,danusertib
TUBB4B,danusertib
PNLIP,danusertib
CYP2A6,danusertib
CSF1R,danusertib
S100B,danusertib
PDE7A,danusertib
AURKB,danusertib
CDC25A,danusertib
ICAM1,danusertib
VEGFA,danusertib
CYP3A4,danusertib
AVPR1A,danusertib
GABRB2,danusertib
MMP2,danusertib
RET,danusertib
KRAS,danusertib
SLC29A1,danusertib
CDK7,danusertib
PPAT,danusertib
KCNJ1,danusertib
IGF1R,danusertib
AKT1,danusertib
CDK2,danusertib
PARP3,danusertib
IMPDH1,danusertib
TUBB3,danusertib
BRAF,danusertib
LYN,danusertib
ANXA1,danusertib
CCR1,danusertib
HDAC3,danusertib
PTGIR,danusertib
RPL23A,danusertib
MME,danusertib
PAK4,danusertib
GJB4,danusertib
S1PR4,danusertib
IL1B,danusertib
F10,danusertib
RPL3,danusertib
ERBB2,danusertib
ADRA2B,danusertib
P3H1,danusertib
TNF,danusertib
PRKCE,danusertib
FPR1,danusertib
FGF1,danusertib
CDK9,danusertib
KDR,danusertib
JAK1,danusertib
TUBB,danusertib
S1PR2,danusertib
PDE4D,danusertib
CHEK2,danusertib
PAK1,danusertib
USP1,danusertib
CYP1A2,danusertib
CACNG1,danusertib
HTR2C,danusertib
DNMT3A,danusertib
PORCN,danusertib
GAA,danusertib
PRKCB,danusertib
PTK2B,danusertib
CLK1,danusertib
CACNA2D3,danusertib
HSD11B1,danusertib
PDE3A,danusertib
LCK,danusertib
KCNH7,danusertib
SIRT2,danusertib
P2RY12,danusertib
HIF1A,BQ-788
CATSPER4,BQ-788
SLC7A11,BQ-788
FFAR2,BQ-788
KCNMA1,BQ-788
GHSR,BQ-788
COMT,BQ-788
PTPN2,BQ-788
KCNQ2,BQ-788
ITGB2,BQ-788
S1PR1,BQ-788
FOXM1,BQ-788
MAPK14,BQ-788
GRIN2A,BQ-788
HSP90AB1,BQ-788
CSK,BQ-788
AKR1C1,BQ-788
TGM2,BQ-788
LPAR1,BQ-788
ADORA2A,BQ-788
CCND1,BQ-788
KCNN1,BQ-788
SSTR2,BQ-788
HSP90AA1,BQ-788
TUBB4B,BQ-788
PNLIP,BQ-788
CYP2A6,BQ-788
CSF1R,BQ-788
S100B,BQ-788
PDE7A,BQ-788
AURKB,BQ-788
CDC25A,BQ-788
ICAM1,BQ-788
VEGFA,BQ-788
CYP3A4,BQ-788
AVPR1A,BQ-788
GABRB2,BQ-788
MMP2,BQ-788
RET,BQ-788
KRAS,BQ-788
SLC29A1,BQ-788
CDK7,BQ-788
PPAT,BQ-788
KCNJ1,BQ-788
IGF1R,BQ-788
AKT1,BQ-788
CDK2,BQ-788
PARP3,BQ-788
IMPDH1,BQ-788
TUBB3,BQ-788
BRAF,BQ-788
LYN,BQ-788
ANXA1,BQ-788
CCR1,BQ-788
HDAC3,BQ-788
PTGIR,BQ-788
RPL23A,BQ-788
MME,BQ-788
PAK4,BQ-788
GJB4,BQ-788
S1PR4,BQ-788
IL1B,BQ-788
F10,BQ-788
RPL3,BQ-788
ERBB2,BQ-788
ADRA2B,BQ-788
P3H1,BQ-788
TNF,BQ-788
PRKCE,BQ-788
FPR1,BQ-788
FGF1,BQ-788
CDK9,BQ-788
KDR,BQ-788
JAK1,BQ-788
TUBB,BQ-788
S1PR2,BQ-788
PDE4D,BQ-788
CHEK2,BQ-788
PAK1,BQ-788
USP1,BQ-788
CYP1A2,BQ-788
CACNG1,BQ-788
HTR2C,BQ-788
DNMT3A,BQ-788
PORCN,BQ-788
GAA,BQ-788
PRKCB,BQ-788
PTK2B,BQ-788
CLK1,BQ-788
CACNA2D3,BQ-788
HSD11B1,BQ-788
PDE3A,BQ-788
LCK,BQ-788
KCNH7,BQ-788
SIRT2,BQ-788
P2RY12,BQ-788
HIF1A,GSK-37647
CATSPER4,GSK-37647
SLC7A11,GSK-37647
FFAR2,GSK-37647
KCNMA1,GSK-37647
GHSR,GSK-37647
COMT,GSK-37647
PTPN2,GSK-37647
KCNQ2,GSK-37647
ITGB2,GSK-37647
S1PR1,GSK-37647
FOXM1,GSK-37647
MAPK14,GSK-37647
GRIN2A,GSK-37647
HSP90AB1,GSK-37647
CSK,GSK-37647
AKR1C1,GSK-37647
TGM2,GSK-37647
LPAR1,GSK-37647
ADORA2A,GSK-37647
CCND1,GSK-37647
KCNN1,GSK-37647
SSTR2,GSK-37647
HSP90AA1,GSK-37647
TUBB4B,GSK-37647
PNLIP,GSK-37647
CYP2A6,GSK-37647
CSF1R,GSK-37647
S100B,GSK-37647
PDE7A,GSK-37647
AURKB,GSK-37647
CDC25A,GSK-37647
ICAM1,GSK-37647
VEGFA,GSK-37647
CYP3A4,GSK-37647
AVPR1A,GSK-37647
GABRB2,GSK-37647
MMP2,GSK-37647
RET,GSK-37647
KRAS,GSK-37647
SLC29A1,GSK-37647
CDK7,GSK-37647
PPAT,GSK-37647
KCNJ1,GSK-37647
IGF1R,GSK-37647
AKT1,GSK-37647
CDK2,GSK-37647
PARP3,GSK-37647
IMPDH1,GSK-37647
TUBB3,GSK-37647
BRAF,GSK-37647
LYN,GSK-37647
ANXA1,GSK-37647
CCR1,GSK-37647
HDAC3,GSK-37647
PTGIR,GSK-37647
RPL23A,GSK-37647
MME,GSK-37647
PAK4,GSK-37647
GJB4,GSK-37647
S1PR4,GSK-37647
IL1B,GSK-37647
F10,GSK-37647
RPL3,GSK-37647
ERBB2,GSK-37647
ADRA2B,GSK-37647
P3H1,GSK-37647
TNF,GSK-37647
PRKCE,GSK-37647
FPR1,GSK-37647
FGF1,GSK-37647
CDK9,GSK-37647
KDR,GSK-37647
JAK1,GSK-37647
TUBB,GSK-37647
S1PR2,GSK-37647
PDE4D,GSK-37647
CHEK2,GSK-37647
PAK1,GSK-37647
USP1,GSK-37647
CYP1A2,GSK-37647
CACNG1,GSK-37647
HTR2C,GSK-37647
DNMT3A,GSK-37647
PORCN,GSK-37647
GAA,GSK-37647
PRKCB,GSK-37647
PTK2B,GSK-37647
CLK1,GSK-37647
CACNA2D3,GSK-37647
HSD11B1,GSK-37647
PDE3A,GSK-37647
LCK,GSK-37647
KCNH7,GSK-37647
SIRT2,GSK-37647
P2RY12,GSK-37647
HIF1A,desonide
CATSPER4,desonide
SLC7A11,desonide
FFAR2,desonide
KCNMA1,desonide
GHSR,desonide
COMT,desonide
PTPN2,desonide
KCNQ2,desonide
ITGB2,desonide
S1PR1,desonide
FOXM1,desonide
MAPK14,desonide
GRIN2A,desonide
HSP90AB1,desonide
CSK,desonide
AKR1C1,desonide
TGM2,desonide
LPAR1,desonide
ADORA2A,desonide
CCND1,desonide
KCNN1,desonide
SSTR2,desonide
HSP90AA1,desonide
TUBB4B,desonide
PNLIP,desonide
CYP2A6,desonide
CSF1R,desonide
S100B,desonide
PDE7A,desonide
AURKB,desonide
CDC25A,desonide
ICAM1,desonide
VEGFA,desonide
CYP3A4,desonide
AVPR1A,desonide
GABRB2,desonide
MMP2,desonide
RET,desonide
KRAS,desonide
SLC29A1,desonide
CDK7,desonide
PPAT,desonide
KCNJ1,desonide
IGF1R,desonide
AKT1,desonide
CDK2,desonide
PARP3,desonide
IMPDH1,desonide
TUBB3,desonide
BRAF,desonide
LYN,desonide
ANXA1,desonide
CCR1,desonide
HDAC3,desonide
PTGIR,desonide
RPL23A,desonide
MME,desonide
PAK4,desonide
GJB4,desonide
S1PR4,desonide
IL1B,desonide
F10,desonide
RPL3,desonide
ERBB2,desonide
ADRA2B,desonide
P3H1,desonide
TNF,desonide
PRKCE,desonide
FPR1,desonide
FGF1,desonide
CDK9,desonide
KDR,desonide
JAK1,desonide
TUBB,desonide
S1PR2,desonide
PDE4D,desonide
CHEK2,desonide
PAK1,desonide
USP1,desonide
CYP1A2,desonide
CACNG1,desonide
HTR2C,desonide
DNMT3A,desonide
PORCN,desonide
GAA,desonide
PRKCB,desonide
PTK2B,desonide
CLK1,desonide
CACNA2D3,desonide
HSD11B1,desonide
PDE3A,desonide
LCK,desonide
KCNH7,desonide
SIRT2,desonide
P2RY12,desonide
HIF1A,aloxistatin
CATSPER4,aloxistatin
SLC7A11,aloxistatin
FFAR2,aloxistatin
KCNMA1,aloxistatin
GHSR,aloxistatin
COMT,aloxistatin
PTPN2,aloxistatin
KCNQ2,aloxistatin
ITGB2,aloxistatin
S1PR1,aloxistatin
FOXM1,aloxistatin
MAPK14,aloxistatin
GRIN2A,aloxistatin
HSP90AB1,aloxistatin
CSK,aloxistatin
AKR1C1,aloxistatin
TGM2,aloxistatin
LPAR1,aloxistatin
ADORA2A,aloxistatin
CCND1,aloxistatin
KCNN1,aloxistatin
SSTR2,aloxistatin
HSP90AA1,aloxistatin
TUBB4B,aloxistatin
PNLIP,aloxistatin
CYP2A6,aloxistatin
CSF1R,aloxistatin
S100B,aloxistatin
PDE7A,aloxistatin
AURKB,aloxistatin
CDC25A,aloxistatin
ICAM1,aloxistatin
VEGFA,aloxistatin
CYP3A4,aloxistatin
AVPR1A,aloxistatin
GABRB2,aloxistatin
MMP2,aloxistatin
RET,aloxistatin
KRAS,aloxistatin
SLC29A1,aloxistatin
CDK7,aloxistatin
PPAT,aloxistatin
KCNJ1,aloxistatin
IGF1R,aloxistatin
AKT1,aloxistatin
CDK2,aloxistatin
PARP3,aloxistatin
IMPDH1,aloxistatin
TUBB3,aloxistatin
BRAF,aloxistatin
LYN,aloxistatin
ANXA1,aloxistatin
CCR1,aloxistatin
HDAC3,aloxistatin
PTGIR,aloxistatin
RPL23A,aloxistatin
MME,aloxistatin
PAK4,aloxistatin
GJB4,aloxistatin
S1PR4,aloxistatin
IL1B,aloxistatin
F10,aloxistatin
RPL3,aloxistatin
ERBB2,aloxistatin
ADRA2B,aloxistatin
P3H1,aloxistatin
TNF,aloxistatin
PRKCE,aloxistatin
FPR1,aloxistatin
FGF1,aloxistatin
CDK9,aloxistatin
KDR,aloxistatin
JAK1,aloxistatin
TUBB,aloxistatin
S1PR2,aloxistatin
PDE4D,aloxistatin
CHEK2,aloxistatin
PAK1,aloxistatin
USP1,aloxistatin
CYP1A2,aloxistatin
CACNG1,aloxistatin
HTR2C,aloxistatin
DNMT3A,aloxistatin
PORCN,aloxistatin
GAA,aloxistatin
PRKCB,aloxistatin
PTK2B,aloxistatin
CLK1,aloxistatin
CACNA2D3,aloxistatin
HSD11B1,aloxistatin
PDE3A,aloxistatin
LCK,aloxistatin
KCNH7,aloxistatin
SIRT2,aloxistatin
P2RY12,aloxistatin
HIF1A,azathioprine
CATSPER4,azathioprine
SLC7A11,azathioprine
FFAR2,azathioprine
KCNMA1,azathioprine
GHSR,azathioprine
COMT,azathioprine
PTPN2,azathioprine
KCNQ2,azathioprine
ITGB2,azathioprine
S1PR1,azathioprine
FOXM1,azathioprine
MAPK14,azathioprine
GRIN2A,azathioprine
HSP90AB1,azathioprine
CSK,azathioprine
AKR1C1,azathioprine
TGM2,azathioprine
LPAR1,azathioprine
ADORA2A,azathioprine
CCND1,azathioprine
KCNN1,azathioprine
SSTR2,azathioprine
HSP90AA1,azathioprine
TUBB4B,azathioprine
PNLIP,azathioprine
CYP2A6,azathioprine
CSF1R,azathioprine
S100B,azathioprine
PDE7A,azathioprine
AURKB,azathioprine
CDC25A,azathioprine
ICAM1,azathioprine
VEGFA,azathioprine
CYP3A4,azathioprine
AVPR1A,azathioprine
GABRB2,azathioprine
MMP2,azathioprine
RET,azathioprine
KRAS,azathioprine
SLC29A1,azathioprine
CDK7,azathioprine
PPAT,azathioprine
KCNJ1,azathioprine
IGF1R,azathioprine
AKT1,azathioprine
CDK2,azathioprine
PARP3,azathioprine
IMPDH1,azathioprine
TUBB3,azathioprine
BRAF,azathioprine
LYN,azathioprine
ANXA1,azathioprine
CCR1,azathioprine
HDAC3,azathioprine
PTGIR,azathioprine
RPL23A,azathioprine
MME,azathioprine
PAK4,azathioprine
GJB4,azathioprine
S1PR4,azathioprine
IL1B,azathioprine
F10,azathioprine
RPL3,azathioprine
ERBB2,azathioprine
ADRA2B,azathioprine
P3H1,azathioprine
TNF,azathioprine
PRKCE,azathioprine
FPR1,azathioprine
FGF1,azathioprine
CDK9,azathioprine
KDR,azathioprine
JAK1,azathioprine
TUBB,azathioprine
S1PR2,azathioprine
PDE4D,azathioprine
CHEK2,azathioprine
PAK1,azathioprine
USP1,azathioprine
CYP1A2,azathioprine
CACNG1,azathioprine
HTR2C,azathioprine
DNMT3A,azathioprine
PORCN,azathioprine
GAA,azathioprine
PRKCB,azathioprine
PTK2B,azathioprine
CLK1,azathioprine
CACNA2D3,azathioprine
HSD11B1,azathioprine
PDE3A,azathioprine
LCK,azathioprine
KCNH7,azathioprine
SIRT2,azathioprine
P2RY12,azathioprine
HIF1A,ZK-93423
CATSPER4,ZK-93423
SLC7A11,ZK-93423
FFAR2,ZK-93423
KCNMA1,ZK-93423
GHSR,ZK-93423
COMT,ZK-93423
PTPN2,ZK-93423
KCNQ2,ZK-93423
ITGB2,ZK-93423
S1PR1,ZK-93423
FOXM1,ZK-93423
MAPK14,ZK-93423
GRIN2A,ZK-93423
HSP90AB1,ZK-93423
CSK,ZK-93423
AKR1C1,ZK-93423
TGM2,ZK-93423
LPAR1,ZK-93423
ADORA2A,ZK-93423
CCND1,ZK-93423
KCNN1,ZK-93423
SSTR2,ZK-93423
HSP90AA1,ZK-93423
TUBB4B,ZK-93423
PNLIP,ZK-93423
CYP2A6,ZK-93423
CSF1R,ZK-93423
S100B,ZK-93423
PDE7A,ZK-93423
AURKB,ZK-93423
CDC25A,ZK-93423
ICAM1,ZK-93423
VEGFA,ZK-93423
CYP3A4,ZK-93423
AVPR1A,ZK-93423
GABRB2,ZK-93423
MMP2,ZK-93423
RET,ZK-93423
KRAS,ZK-93423
SLC29A1,ZK-93423
CDK7,ZK-93423
PPAT,ZK-93423
KCNJ1,ZK-93423
IGF1R,ZK-93423
AKT1,ZK-93423
CDK2,ZK-93423
PARP3,ZK-93423
IMPDH1,ZK-93423
TUBB3,ZK-93423
BRAF,ZK-93423
LYN,ZK-93423
ANXA1,ZK-93423
CCR1,ZK-93423
HDAC3,ZK-93423
PTGIR,ZK-93423
RPL23A,ZK-93423
MME,ZK-93423
PAK4,ZK-93423
GJB4,ZK-93423
S1PR4,ZK-93423
IL1B,ZK-93423
F10,ZK-93423
RPL3,ZK-93423
ERBB2,ZK-93423
ADRA2B,ZK-93423
P3H1,ZK-93423
TNF,ZK-93423
PRKCE,ZK-93423
FPR1,ZK-93423
FGF1,ZK-93423
CDK9,ZK-93423
KDR,ZK-93423
JAK1,ZK-93423
TUBB,ZK-93423
S1PR2,ZK-93423
PDE4D,ZK-93423
CHEK2,ZK-93423
PAK1,ZK-93423
USP1,ZK-93423
CYP1A2,ZK-93423
CACNG1,ZK-93423
HTR2C,ZK-93423
DNMT3A,ZK-93423
PORCN,ZK-93423
GAA,ZK-93423
PRKCB,ZK-93423
PTK2B,ZK-93423
CLK1,ZK-93423
CACNA2D3,ZK-93423
HSD11B1,ZK-93423
PDE3A,ZK-93423
LCK,ZK-93423
KCNH7,ZK-93423
SIRT2,ZK-93423
P2RY12,ZK-93423
HIF1A,BI-2536
CATSPER4,BI-2536
SLC7A11,BI-2536
FFAR2,BI-2536
KCNMA1,BI-2536
GHSR,BI-2536
COMT,BI-2536
PTPN2,BI-2536
KCNQ2,BI-2536
ITGB2,BI-2536
S1PR1,BI-2536
FOXM1,BI-2536
MAPK14,BI-2536
GRIN2A,BI-2536
HSP90AB1,BI-2536
CSK,BI-2536
AKR1C1,BI-2536
TGM2,BI-2536
LPAR1,BI-2536
ADORA2A,BI-2536
CCND1,BI-2536
KCNN1,BI-2536
SSTR2,BI-2536
HSP90AA1,BI-2536
TUBB4B,BI-2536
PNLIP,BI-2536
CYP2A6,BI-2536
CSF1R,BI-2536
S100B,BI-2536
PDE7A,BI-2536
AURKB,BI-2536
CDC25A,BI-2536
ICAM1,BI-2536
VEGFA,BI-2536
CYP3A4,BI-2536
AVPR1A,BI-2536
GABRB2,BI-2536
MMP2,BI-2536
RET,BI-2536
KRAS,BI-2536
SLC29A1,BI-2536
CDK7,BI-2536
PPAT,BI-2536
KCNJ1,BI-2536
IGF1R,BI-2536
AKT1,BI-2536
CDK2,BI-2536
PARP3,BI-2536
IMPDH1,BI-2536
TUBB3,BI-2536
BRAF,BI-2536
LYN,BI-2536
ANXA1,BI-2536
CCR1,BI-2536
HDAC3,BI-2536
PTGIR,BI-2536
RPL23A,BI-2536
MME,BI-2536
PAK4,BI-2536
GJB4,BI-2536
S1PR4,BI-2536
IL1B,BI-2536
F10,BI-2536
RPL3,BI-2536
ERBB2,BI-2536
ADRA2B,BI-2536
P3H1,BI-2536
TNF,BI-2536
PRKCE,BI-2536
FPR1,BI-2536
FGF1,BI-2536
CDK9,BI-2536
KDR,BI-2536
JAK1,BI-2536
TUBB,BI-2536
S1PR2,BI-2536
PDE4D,BI-2536
CHEK2,BI-2536
PAK1,BI-2536
USP1,BI-2536
CYP1A2,BI-2536
CACNG1,BI-2536
HTR2C,BI-2536
DNMT3A,BI-2536
PORCN,BI-2536
GAA,BI-2536
PRKCB,BI-2536
PTK2B,BI-2536
CLK1,BI-2536
CACNA2D3,BI-2536
HSD11B1,BI-2536
PDE3A,BI-2536
LCK,BI-2536
KCNH7,BI-2536
SIRT2,BI-2536
P2RY12,BI-2536
HIF1A,EI1
CATSPER4,EI1
SLC7A11,EI1
FFAR2,EI1
KCNMA1,EI1
GHSR,EI1
COMT,EI1
PTPN2,EI1
KCNQ2,EI1
ITGB2,EI1
S1PR1,EI1
FOXM1,EI1
MAPK14,EI1
GRIN2A,EI1
HSP90AB1,EI1
CSK,EI1
AKR1C1,EI1
TGM2,EI1
LPAR1,EI1
ADORA2A,EI1
CCND1,EI1
KCNN1,EI1
SSTR2,EI1
HSP90AA1,EI1
TUBB4B,EI1
PNLIP,EI1
CYP2A6,EI1
CSF1R,EI1
S100B,EI1
PDE7A,EI1
AURKB,EI1
CDC25A,EI1
ICAM1,EI1
VEGFA,EI1
CYP3A4,EI1
AVPR1A,EI1
GABRB2,EI1
MMP2,EI1
RET,EI1
KRAS,EI1
SLC29A1,EI1
CDK7,EI1
PPAT,EI1
KCNJ1,EI1
IGF1R,EI1
AKT1,EI1
CDK2,EI1
PARP3,EI1
IMPDH1,EI1
TUBB3,EI1
BRAF,EI1
LYN,EI1
ANXA1,EI1
CCR1,EI1
HDAC3,EI1
PTGIR,EI1
RPL23A,EI1
MME,EI1
PAK4,EI1
GJB4,EI1
S1PR4,EI1
IL1B,EI1
F10,EI1
RPL3,EI1
ERBB2,EI1
ADRA2B,EI1
P3H1,EI1
TNF,EI1
PRKCE,EI1
FPR1,EI1
FGF1,EI1
CDK9,EI1
KDR,EI1
JAK1,EI1
TUBB,EI1
S1PR2,EI1
PDE4D,EI1
CHEK2,EI1
PAK1,EI1
USP1,EI1
CYP1A2,EI1
CACNG1,EI1
HTR2C,EI1
DNMT3A,EI1
PORCN,EI1
GAA,EI1
PRKCB,EI1
PTK2B,EI1
CLK1,EI1
CACNA2D3,EI1
HSD11B1,EI1
PDE3A,EI1
LCK,EI1
KCNH7,EI1
SIRT2,EI1
P2RY12,EI1
HIF1A,NVP-HSP990
CATSPER4,NVP-HSP990
SLC7A11,NVP-HSP990
FFAR2,NVP-HSP990
KCNMA1,NVP-HSP990
GHSR,NVP-HSP990
COMT,NVP-HSP990
PTPN2,NVP-HSP990
KCNQ2,NVP-HSP990
ITGB2,NVP-HSP990
S1PR1,NVP-HSP990
FOXM1,NVP-HSP990
MAPK14,NVP-HSP990
GRIN2A,NVP-HSP990
HSP90AB1,NVP-HSP990
CSK,NVP-HSP990
AKR1C1,NVP-HSP990
TGM2,NVP-HSP990
LPAR1,NVP-HSP990
ADORA2A,NVP-HSP990
CCND1,NVP-HSP990
KCNN1,NVP-HSP990
SSTR2,NVP-HSP990
HSP90AA1,NVP-HSP990
TUBB4B,NVP-HSP990
PNLIP,NVP-HSP990
CYP2A6,NVP-HSP990
CSF1R,NVP-HSP990
S100B,NVP-HSP990
PDE7A,NVP-HSP990
AURKB,NVP-HSP990
CDC25A,NVP-HSP990
ICAM1,NVP-HSP990
VEGFA,NVP-HSP990
CYP3A4,NVP-HSP990
AVPR1A,NVP-HSP990
GABRB2,NVP-HSP990
MMP2,NVP-HSP990
RET,NVP-HSP990
KRAS,NVP-HSP990
SLC29A1,NVP-HSP990
CDK7,NVP-HSP990
PPAT,NVP-HSP990
KCNJ1,NVP-HSP990
IGF1R,NVP-HSP990
AKT1,NVP-HSP990
CDK2,NVP-HSP990
PARP3,NVP-HSP990
IMPDH1,NVP-HSP990
TUBB3,NVP-HSP990
BRAF,NVP-HSP990
LYN,NVP-HSP990
ANXA1,NVP-HSP990
CCR1,NVP-HSP990
HDAC3,NVP-HSP990
PTGIR,NVP-HSP990
RPL23A,NVP-HSP990
MME,NVP-HSP990
PAK4,NVP-HSP990
GJB4,NVP-HSP990
S1PR4,NVP-HSP990
IL1B,NVP-HSP990
F10,NVP-HSP990
RPL3,NVP-HSP990
ERBB2,NVP-HSP990
ADRA2B,NVP-HSP990
P3H1,NVP-HSP990
TNF,NVP-HSP990
PRKCE,NVP-HSP990
FPR1,NVP-HSP990
FGF1,NVP-HSP990
CDK9,NVP-HSP990
KDR,NVP-HSP990
JAK1,NVP-HSP990
TUBB,NVP-HSP990
S1PR2,NVP-HSP990
PDE4D,NVP-HSP990
CHEK2,NVP-HSP990
PAK1,NVP-HSP990
USP1,NVP-HSP990
CYP1A2,NVP-HSP990
CACNG1,NVP-HSP990
HTR2C,NVP-HSP990
DNMT3A,NVP-HSP990
PORCN,NVP-HSP990
GAA,NVP-HSP990
PRKCB,NVP-HSP990
PTK2B,NVP-HSP990
CLK1,NVP-HSP990
CACNA2D3,NVP-HSP990
HSD11B1,NVP-HSP990
PDE3A,NVP-HSP990
LCK,NVP-HSP990
KCNH7,NVP-HSP990
SIRT2,NVP-HSP990
P2RY12,NVP-HSP990
HIF1A,nialamide
CATSPER4,nialamide
SLC7A11,nialamide
FFAR2,nialamide
KCNMA1,nialamide
GHSR,nialamide
COMT,nialamide
PTPN2,nialamide
KCNQ2,nialamide
ITGB2,nialamide
S1PR1,nialamide
FOXM1,nialamide
MAPK14,nialamide
GRIN2A,nialamide
HSP90AB1,nialamide
CSK,nialamide
AKR1C1,nialamide
TGM2,nialamide
LPAR1,nialamide
ADORA2A,nialamide
CCND1,nialamide
KCNN1,nialamide
SSTR2,nialamide
HSP90AA1,nialamide
TUBB4B,nialamide
PNLIP,nialamide
CYP2A6,nialamide
CSF1R,nialamide
S100B,nialamide
PDE7A,nialamide
AURKB,nialamide
CDC25A,nialamide
ICAM1,nialamide
VEGFA,nialamide
