gene,compound
ALK,thioguanine
HDAC3,thioguanine
PTGIR,thioguanine
RPL23A,thioguanine
FLT3,thioguanine
MME,thioguanine
CTSG,thioguanine
PAK4,thioguanine
GPR119,thioguanine
SCNN1G,thioguanine
GJB4,thioguanine
S1PR4,thioguanine
IL1B,thioguanine
F10,thioguanine
ELANE,thioguanine
RPL3,thioguanine
ERBB2,thioguanine
AKR1B1,thioguanine
GUCY1B1,thioguanine
ADRA2B,thioguanine
HCK,thioguanine
P3H1,thioguanine
CA5A,thioguanine
DCK,thioguanine
TNF,thioguanine
RNASE1,thioguanine
PTGIS,thioguanine
PRKCE,thioguanine
FPR1,thioguanine
FGF1,thioguanine
CDK9,thioguanine
KDR,thioguanine
EDNRB,thioguanine
ASIC1,thioguanine
JAK1,thioguanine
PLA2G1B,thioguanine
BRD4,thioguanine
TUBB,thioguanine
AGER,thioguanine
S1PR2,thioguanine
PDE4D,thioguanine
CHEK2,thioguanine
PAK1,thioguanine
HDAC6,thioguanine
DYRK1B,thioguanine
USP1,thioguanine
CYP1A2,thioguanine
CACNG1,thioguanine
HTR2C,thioguanine
DNMT3A,thioguanine
PORCN,thioguanine
GAA,thioguanine
PRKCB,thioguanine
PTK2B,thioguanine
CLK1,thioguanine
CACNA2D3,thioguanine
HSD11B1,thioguanine
HTR3A,thioguanine
ADA,thioguanine
PDE3A,thioguanine
NTRK1,thioguanine
LCK,thioguanine
KCNH7,thioguanine
SIRT2,thioguanine
P2RY12,thioguanine
HIF1A,edoxaban
CATSPER4,edoxaban
DDR2,edoxaban
OPRL1,edoxaban
SLC7A11,edoxaban
FFAR2,edoxaban
KCNMA1,edoxaban
HRH4,edoxaban
GHSR,edoxaban
ALDH2,edoxaban
COMT,edoxaban
PTPN2,edoxaban
KCNQ2,edoxaban
ITGB2,edoxaban
S1PR1,edoxaban
FOXM1,edoxaban
MAPK14,edoxaban
SLCO2B1,edoxaban
KCNN4,edoxaban
GRIN2A,edoxaban
CACNB4,edoxaban
HSP90AB1,edoxaban
CSK,edoxaban
AKR1C1,edoxaban
CHRM2,edoxaban
TGFBR1,edoxaban
TGM2,edoxaban
CDK4,edoxaban
LPAR1,edoxaban
CHRM3,edoxaban
UGT1A9,edoxaban
HPGDS,edoxaban
ADORA2A,edoxaban
CCND1,edoxaban
KCNN1,edoxaban
ABL1,edoxaban
SSTR2,edoxaban
HSP90AA1,edoxaban
TUBB4B,edoxaban
EZH2,edoxaban
PNLIP,edoxaban
CYP2A6,edoxaban
CSF1R,edoxaban
S100B,edoxaban
PDE7A,edoxaban
AURKB,edoxaban
CDC25A,edoxaban
KCNK1,edoxaban
CA14,edoxaban
ICAM1,edoxaban
GPR55,edoxaban
OPRM1,edoxaban
VEGFA,edoxaban
ADH1C,edoxaban
KCTD16,edoxaban
CYP3A4,edoxaban
AVPR1A,edoxaban
MAPK8,edoxaban
TNNC1,edoxaban
GABRB2,edoxaban
MMP2,edoxaban
RET,edoxaban
NAMPT,edoxaban
CASP3,edoxaban
KRAS,edoxaban
BTK,edoxaban
SLC29A1,edoxaban
FFAR4,edoxaban
PPARD,edoxaban
BAX,edoxaban
RGS4,edoxaban
CDK7,edoxaban
PPAT,edoxaban
KCNJ1,edoxaban
ATP5F1D,edoxaban
PDPK1,edoxaban
IGF1R,edoxaban
MET,edoxaban
GLRA3,edoxaban
PIK3CG,edoxaban
TBXAS1,edoxaban
PLD1,edoxaban
DHH,edoxaban
AKT1,edoxaban
CDK2,edoxaban
PARP3,edoxaban
PLK1,edoxaban
ATM,edoxaban
IMPDH1,edoxaban
TUBB3,edoxaban
BRAF,edoxaban
HBB,edoxaban
LYN,edoxaban
ANXA1,edoxaban
CCR1,edoxaban
ALK,edoxaban
HDAC3,edoxaban
PTGIR,edoxaban
RPL23A,edoxaban
FLT3,edoxaban
MME,edoxaban
CTSG,edoxaban
PAK4,edoxaban
GPR119,edoxaban
SCNN1G,edoxaban
GJB4,edoxaban
S1PR4,edoxaban
IL1B,edoxaban
F10,edoxaban
ELANE,edoxaban
RPL3,edoxaban
ERBB2,edoxaban
AKR1B1,edoxaban
GUCY1B1,edoxaban
ADRA2B,edoxaban
HCK,edoxaban
P3H1,edoxaban
CA5A,edoxaban
DCK,edoxaban
TNF,edoxaban
RNASE1,edoxaban
PTGIS,edoxaban
PRKCE,edoxaban
FPR1,edoxaban
FGF1,edoxaban
CDK9,edoxaban
KDR,edoxaban
EDNRB,edoxaban
ASIC1,edoxaban
JAK1,edoxaban
PLA2G1B,edoxaban
BRD4,edoxaban
TUBB,edoxaban
AGER,edoxaban
S1PR2,edoxaban
PDE4D,edoxaban
CHEK2,edoxaban
PAK1,edoxaban
HDAC6,edoxaban
DYRK1B,edoxaban
USP1,edoxaban
CYP1A2,edoxaban
CACNG1,edoxaban
HTR2C,edoxaban
DNMT3A,edoxaban
PORCN,edoxaban
GAA,edoxaban
PRKCB,edoxaban
PTK2B,edoxaban
CLK1,edoxaban
CACNA2D3,edoxaban
HSD11B1,edoxaban
HTR3A,edoxaban
ADA,edoxaban
PDE3A,edoxaban
NTRK1,edoxaban
LCK,edoxaban
KCNH7,edoxaban
SIRT2,edoxaban
P2RY12,edoxaban
HIF1A,lonafarnib
CATSPER4,lonafarnib
DDR2,lonafarnib
OPRL1,lonafarnib
SLC7A11,lonafarnib
FFAR2,lonafarnib
KCNMA1,lonafarnib
HRH4,lonafarnib
GHSR,lonafarnib
ALDH2,lonafarnib
COMT,lonafarnib
PTPN2,lonafarnib
KCNQ2,lonafarnib
ITGB2,lonafarnib
S1PR1,lonafarnib
FOXM1,lonafarnib
MAPK14,lonafarnib
SLCO2B1,lonafarnib
KCNN4,lonafarnib
GRIN2A,lonafarnib
CACNB4,lonafarnib
HSP90AB1,lonafarnib
CSK,lonafarnib
AKR1C1,lonafarnib
CHRM2,lonafarnib
TGFBR1,lonafarnib
TGM2,lonafarnib
CDK4,lonafarnib
LPAR1,lonafarnib
CHRM3,lonafarnib
UGT1A9,lonafarnib
HPGDS,lonafarnib
ADORA2A,lonafarnib
CCND1,lonafarnib
KCNN1,lonafarnib
ABL1,lonafarnib
SSTR2,lonafarnib
HSP90AA1,lonafarnib
TUBB4B,lonafarnib
EZH2,lonafarnib
PNLIP,lonafarnib
CYP2A6,lonafarnib
CSF1R,lonafarnib
S100B,lonafarnib
PDE7A,lonafarnib
AURKB,lonafarnib
CDC25A,lonafarnib
KCNK1,lonafarnib
CA14,lonafarnib
ICAM1,lonafarnib
GPR55,lonafarnib
OPRM1,lonafarnib
VEGFA,lonafarnib
ADH1C,lonafarnib
KCTD16,lonafarnib
CYP3A4,lonafarnib
AVPR1A,lonafarnib
MAPK8,lonafarnib
TNNC1,lonafarnib
GABRB2,lonafarnib
MMP2,lonafarnib
RET,lonafarnib
NAMPT,lonafarnib
CASP3,lonafarnib
KRAS,lonafarnib
BTK,lonafarnib
SLC29A1,lonafarnib
FFAR4,lonafarnib
PPARD,lonafarnib
BAX,lonafarnib
RGS4,lonafarnib
CDK7,lonafarnib
PPAT,lonafarnib
KCNJ1,lonafarnib
ATP5F1D,lonafarnib
PDPK1,lonafarnib
IGF1R,lonafarnib
MET,lonafarnib
GLRA3,lonafarnib
PIK3CG,lonafarnib
TBXAS1,lonafarnib
PLD1,lonafarnib
DHH,lonafarnib
AKT1,lonafarnib
CDK2,lonafarnib
PARP3,lonafarnib
PLK1,lonafarnib
ATM,lonafarnib
IMPDH1,lonafarnib
TUBB3,lonafarnib
BRAF,lonafarnib
HBB,lonafarnib
LYN,lonafarnib
ANXA1,lonafarnib
CCR1,lonafarnib
ALK,lonafarnib
HDAC3,lonafarnib
PTGIR,lonafarnib
RPL23A,lonafarnib
FLT3,lonafarnib
MME,lonafarnib
CTSG,lonafarnib
PAK4,lonafarnib
GPR119,lonafarnib
SCNN1G,lonafarnib
GJB4,lonafarnib
S1PR4,lonafarnib
IL1B,lonafarnib
F10,lonafarnib
ELANE,lonafarnib
RPL3,lonafarnib
ERBB2,lonafarnib
AKR1B1,lonafarnib
GUCY1B1,lonafarnib
ADRA2B,lonafarnib
HCK,lonafarnib
P3H1,lonafarnib
CA5A,lonafarnib
DCK,lonafarnib
TNF,lonafarnib
RNASE1,lonafarnib
PTGIS,lonafarnib
PRKCE,lonafarnib
FPR1,lonafarnib
FGF1,lonafarnib
CDK9,lonafarnib
KDR,lonafarnib
EDNRB,lonafarnib
ASIC1,lonafarnib
JAK1,lonafarnib
PLA2G1B,lonafarnib
BRD4,lonafarnib
TUBB,lonafarnib
AGER,lonafarnib
S1PR2,lonafarnib
PDE4D,lonafarnib
CHEK2,lonafarnib
PAK1,lonafarnib
HDAC6,lonafarnib
DYRK1B,lonafarnib
USP1,lonafarnib
CYP1A2,lonafarnib
CACNG1,lonafarnib
HTR2C,lonafarnib
DNMT3A,lonafarnib
PORCN,lonafarnib
GAA,lonafarnib
PRKCB,lonafarnib
PTK2B,lonafarnib
CLK1,lonafarnib
CACNA2D3,lonafarnib
HSD11B1,lonafarnib
HTR3A,lonafarnib
ADA,lonafarnib
PDE3A,lonafarnib
NTRK1,lonafarnib
LCK,lonafarnib
KCNH7,lonafarnib
SIRT2,lonafarnib
P2RY12,lonafarnib
HIF1A,somatostatin
CATSPER4,somatostatin
DDR2,somatostatin
OPRL1,somatostatin
SLC7A11,somatostatin
FFAR2,somatostatin
KCNMA1,somatostatin
HRH4,somatostatin
GHSR,somatostatin
ALDH2,somatostatin
COMT,somatostatin
PTPN2,somatostatin
KCNQ2,somatostatin
ITGB2,somatostatin
S1PR1,somatostatin
FOXM1,somatostatin
MAPK14,somatostatin
SLCO2B1,somatostatin
KCNN4,somatostatin
GRIN2A,somatostatin
CACNB4,somatostatin
HSP90AB1,somatostatin
CSK,somatostatin
AKR1C1,somatostatin
CHRM2,somatostatin
TGFBR1,somatostatin
TGM2,somatostatin
CDK4,somatostatin
LPAR1,somatostatin
CHRM3,somatostatin
UGT1A9,somatostatin
HPGDS,somatostatin
ADORA2A,somatostatin
CCND1,somatostatin
KCNN1,somatostatin
ABL1,somatostatin
SSTR2,somatostatin
HSP90AA1,somatostatin
TUBB4B,somatostatin
EZH2,somatostatin
PNLIP,somatostatin
CYP2A6,somatostatin
CSF1R,somatostatin
S100B,somatostatin
PDE7A,somatostatin
AURKB,somatostatin
CDC25A,somatostatin
KCNK1,somatostatin
CA14,somatostatin
ICAM1,somatostatin
GPR55,somatostatin
OPRM1,somatostatin
VEGFA,somatostatin
ADH1C,somatostatin
KCTD16,somatostatin
CYP3A4,somatostatin
AVPR1A,somatostatin
MAPK8,somatostatin
TNNC1,somatostatin
GABRB2,somatostatin
MMP2,somatostatin
RET,somatostatin
NAMPT,somatostatin
CASP3,somatostatin
KRAS,somatostatin
BTK,somatostatin
SLC29A1,somatostatin
FFAR4,somatostatin
PPARD,somatostatin
BAX,somatostatin
RGS4,somatostatin
CDK7,somatostatin
PPAT,somatostatin
KCNJ1,somatostatin
ATP5F1D,somatostatin
PDPK1,somatostatin
IGF1R,somatostatin
MET,somatostatin
GLRA3,somatostatin
PIK3CG,somatostatin
TBXAS1,somatostatin
PLD1,somatostatin
DHH,somatostatin
AKT1,somatostatin
CDK2,somatostatin
PARP3,somatostatin
PLK1,somatostatin
ATM,somatostatin
IMPDH1,somatostatin
TUBB3,somatostatin
BRAF,somatostatin
HBB,somatostatin
LYN,somatostatin
ANXA1,somatostatin
CCR1,somatostatin
ALK,somatostatin
HDAC3,somatostatin
PTGIR,somatostatin
RPL23A,somatostatin
FLT3,somatostatin
MME,somatostatin
CTSG,somatostatin
PAK4,somatostatin
GPR119,somatostatin
SCNN1G,somatostatin
GJB4,somatostatin
S1PR4,somatostatin
IL1B,somatostatin
F10,somatostatin
ELANE,somatostatin
RPL3,somatostatin
ERBB2,somatostatin
AKR1B1,somatostatin
GUCY1B1,somatostatin
ADRA2B,somatostatin
HCK,somatostatin
P3H1,somatostatin
CA5A,somatostatin
DCK,somatostatin
TNF,somatostatin
RNASE1,somatostatin
PTGIS,somatostatin
PRKCE,somatostatin
FPR1,somatostatin
FGF1,somatostatin
CDK9,somatostatin
KDR,somatostatin
EDNRB,somatostatin
ASIC1,somatostatin
JAK1,somatostatin
PLA2G1B,somatostatin
BRD4,somatostatin
TUBB,somatostatin
AGER,somatostatin
S1PR2,somatostatin
PDE4D,somatostatin
CHEK2,somatostatin
PAK1,somatostatin
HDAC6,somatostatin
DYRK1B,somatostatin
USP1,somatostatin
CYP1A2,somatostatin
CACNG1,somatostatin
HTR2C,somatostatin
DNMT3A,somatostatin
PORCN,somatostatin
GAA,somatostatin
PRKCB,somatostatin
PTK2B,somatostatin
CLK1,somatostatin
CACNA2D3,somatostatin
HSD11B1,somatostatin
HTR3A,somatostatin
ADA,somatostatin
PDE3A,somatostatin
NTRK1,somatostatin
LCK,somatostatin
KCNH7,somatostatin
SIRT2,somatostatin
P2RY12,somatostatin
HIF1A,trazodone
CATSPER4,trazodone
DDR2,trazodone
OPRL1,trazodone
SLC7A11,trazodone
FFAR2,trazodone
KCNMA1,trazodone
HRH4,trazodone
GHSR,trazodone
ALDH2,trazodone
COMT,trazodone
PTPN2,trazodone
KCNQ2,trazodone
ITGB2,trazodone
S1PR1,trazodone
FOXM1,trazodone
MAPK14,trazodone
SLCO2B1,trazodone
KCNN4,trazodone
GRIN2A,trazodone
CACNB4,trazodone
HSP90AB1,trazodone
CSK,trazodone
AKR1C1,trazodone
CHRM2,trazodone
TGFBR1,trazodone
TGM2,trazodone
CDK4,trazodone
LPAR1,trazodone
CHRM3,trazodone
UGT1A9,trazodone
HPGDS,trazodone
ADORA2A,trazodone
CCND1,trazodone
KCNN1,trazodone
ABL1,trazodone
SSTR2,trazodone
HSP90AA1,trazodone
TUBB4B,trazodone
EZH2,trazodone
PNLIP,trazodone
CYP2A6,trazodone
CSF1R,trazodone
S100B,trazodone
PDE7A,trazodone
AURKB,trazodone
CDC25A,trazodone
KCNK1,trazodone
CA14,trazodone
ICAM1,trazodone
GPR55,trazodone
OPRM1,trazodone
VEGFA,trazodone
ADH1C,trazodone
KCTD16,trazodone
CYP3A4,trazodone
AVPR1A,trazodone
MAPK8,trazodone
TNNC1,trazodone
GABRB2,trazodone
MMP2,trazodone
RET,trazodone
NAMPT,trazodone
CASP3,trazodone
KRAS,trazodone
BTK,trazodone
SLC29A1,trazodone
FFAR4,trazodone
PPARD,trazodone
BAX,trazodone
RGS4,trazodone
CDK7,trazodone
PPAT,trazodone
KCNJ1,trazodone
ATP5F1D,trazodone
PDPK1,trazodone
IGF1R,trazodone
MET,trazodone
GLRA3,trazodone
PIK3CG,trazodone
TBXAS1,trazodone
PLD1,trazodone
DHH,trazodone
AKT1,trazodone
CDK2,trazodone
PARP3,trazodone
PLK1,trazodone
ATM,trazodone
IMPDH1,trazodone
TUBB3,trazodone
BRAF,trazodone
HBB,trazodone
LYN,trazodone
ANXA1,trazodone
CCR1,trazodone
ALK,trazodone
HDAC3,trazodone
PTGIR,trazodone
RPL23A,trazodone
FLT3,trazodone
MME,trazodone
CTSG,trazodone
PAK4,trazodone
GPR119,trazodone
SCNN1G,trazodone
GJB4,trazodone
S1PR4,trazodone
IL1B,trazodone
F10,trazodone
ELANE,trazodone
RPL3,trazodone
ERBB2,trazodone
AKR1B1,trazodone
GUCY1B1,trazodone
ADRA2B,trazodone
HCK,trazodone
P3H1,trazodone
CA5A,trazodone
DCK,trazodone
TNF,trazodone
RNASE1,trazodone
PTGIS,trazodone
PRKCE,trazodone
FPR1,trazodone
FGF1,trazodone
CDK9,trazodone
KDR,trazodone
EDNRB,trazodone
ASIC1,trazodone
JAK1,trazodone
PLA2G1B,trazodone
BRD4,trazodone
TUBB,trazodone
AGER,trazodone
S1PR2,trazodone
PDE4D,trazodone
CHEK2,trazodone
PAK1,trazodone
HDAC6,trazodone
DYRK1B,trazodone
USP1,trazodone
CYP1A2,trazodone
CACNG1,trazodone
HTR2C,trazodone
DNMT3A,trazodone
PORCN,trazodone
GAA,trazodone
PRKCB,trazodone
PTK2B,trazodone
CLK1,trazodone
CACNA2D3,trazodone
HSD11B1,trazodone
HTR3A,trazodone
ADA,trazodone
PDE3A,trazodone
NTRK1,trazodone
LCK,trazodone
KCNH7,trazodone
SIRT2,trazodone
P2RY12,trazodone
HIF1A,dilazep
CATSPER4,dilazep
DDR2,dilazep
OPRL1,dilazep
SLC7A11,dilazep
FFAR2,dilazep
KCNMA1,dilazep
HRH4,dilazep
GHSR,dilazep
ALDH2,dilazep
COMT,dilazep
PTPN2,dilazep
KCNQ2,dilazep
ITGB2,dilazep
S1PR1,dilazep
FOXM1,dilazep
MAPK14,dilazep
SLCO2B1,dilazep
KCNN4,dilazep
GRIN2A,dilazep
CACNB4,dilazep
HSP90AB1,dilazep
CSK,dilazep
AKR1C1,dilazep
CHRM2,dilazep
TGFBR1,dilazep
TGM2,dilazep
CDK4,dilazep
LPAR1,dilazep
CHRM3,dilazep
UGT1A9,dilazep
HPGDS,dilazep
ADORA2A,dilazep
CCND1,dilazep
KCNN1,dilazep
ABL1,dilazep
SSTR2,dilazep
HSP90AA1,dilazep
TUBB4B,dilazep
EZH2,dilazep
PNLIP,dilazep
CYP2A6,dilazep
CSF1R,dilazep
S100B,dilazep
PDE7A,dilazep
AURKB,dilazep
CDC25A,dilazep
KCNK1,dilazep
CA14,dilazep
ICAM1,dilazep
GPR55,dilazep
OPRM1,dilazep
VEGFA,dilazep
ADH1C,dilazep
KCTD16,dilazep
CYP3A4,dilazep
AVPR1A,dilazep
MAPK8,dilazep
TNNC1,dilazep
GABRB2,dilazep
MMP2,dilazep
RET,dilazep
NAMPT,dilazep
CASP3,dilazep
KRAS,dilazep
BTK,dilazep
SLC29A1,dilazep
FFAR4,dilazep
PPARD,dilazep
BAX,dilazep
RGS4,dilazep
CDK7,dilazep
PPAT,dilazep
KCNJ1,dilazep
ATP5F1D,dilazep
PDPK1,dilazep
IGF1R,dilazep
MET,dilazep
GLRA3,dilazep
PIK3CG,dilazep
TBXAS1,dilazep
PLD1,dilazep
DHH,dilazep
AKT1,dilazep
CDK2,dilazep
PARP3,dilazep
PLK1,dilazep
ATM,dilazep
IMPDH1,dilazep
TUBB3,dilazep
BRAF,dilazep
HBB,dilazep
LYN,dilazep
ANXA1,dilazep
CCR1,dilazep
ALK,dilazep
HDAC3,dilazep
PTGIR,dilazep
RPL23A,dilazep
FLT3,dilazep
MME,dilazep
CTSG,dilazep
PAK4,dilazep
GPR119,dilazep
SCNN1G,dilazep
GJB4,dilazep
S1PR4,dilazep
IL1B,dilazep
F10,dilazep
ELANE,dilazep
RPL3,dilazep
ERBB2,dilazep
AKR1B1,dilazep
GUCY1B1,dilazep
ADRA2B,dilazep
HCK,dilazep
P3H1,dilazep
CA5A,dilazep
DCK,dilazep
TNF,dilazep
RNASE1,dilazep
PTGIS,dilazep
PRKCE,dilazep
FPR1,dilazep
FGF1,dilazep
CDK9,dilazep
KDR,dilazep
EDNRB,dilazep
ASIC1,dilazep
JAK1,dilazep
PLA2G1B,dilazep
BRD4,dilazep
TUBB,dilazep
AGER,dilazep
S1PR2,dilazep
PDE4D,dilazep
CHEK2,dilazep
PAK1,dilazep
HDAC6,dilazep
DYRK1B,dilazep
USP1,dilazep
CYP1A2,dilazep
CACNG1,dilazep
HTR2C,dilazep
DNMT3A,dilazep
PORCN,dilazep
GAA,dilazep
PRKCB,dilazep
PTK2B,dilazep
CLK1,dilazep
CACNA2D3,dilazep
HSD11B1,dilazep
HTR3A,dilazep
ADA,dilazep
PDE3A,dilazep
NTRK1,dilazep
LCK,dilazep
KCNH7,dilazep
SIRT2,dilazep
P2RY12,dilazep
HIF1A,felodipine
CATSPER4,felodipine
DDR2,felodipine
OPRL1,felodipine
SLC7A11,felodipine
FFAR2,felodipine
KCNMA1,felodipine
HRH4,felodipine
GHSR,felodipine
ALDH2,felodipine
COMT,felodipine
PTPN2,felodipine
KCNQ2,felodipine
ITGB2,felodipine
S1PR1,felodipine
FOXM1,felodipine
MAPK14,felodipine
SLCO2B1,felodipine
KCNN4,felodipine
GRIN2A,felodipine
CACNB4,felodipine
HSP90AB1,felodipine
CSK,felodipine
AKR1C1,felodipine
CHRM2,felodipine
TGFBR1,felodipine
TGM2,felodipine
CDK4,felodipine
LPAR1,felodipine
CHRM3,felodipine
UGT1A9,felodipine
HPGDS,felodipine
ADORA2A,felodipine
CCND1,felodipine
KCNN1,felodipine
ABL1,felodipine
SSTR2,felodipine
HSP90AA1,felodipine
TUBB4B,felodipine
EZH2,felodipine
PNLIP,felodipine
CYP2A6,felodipine
CSF1R,felodipine
S100B,felodipine
PDE7A,felodipine
AURKB,felodipine
CDC25A,felodipine
KCNK1,felodipine
CA14,felodipine
ICAM1,felodipine
GPR55,felodipine
OPRM1,felodipine
VEGFA,felodipine
ADH1C,felodipine
KCTD16,felodipine
CYP3A4,felodipine
AVPR1A,felodipine
MAPK8,felodipine
TNNC1,felodipine
GABRB2,felodipine
MMP2,felodipine
RET,felodipine
NAMPT,felodipine
CASP3,felodipine
KRAS,felodipine
BTK,felodipine
SLC29A1,felodipine
FFAR4,felodipine
PPARD,felodipine
BAX,felodipine
RGS4,felodipine
CDK7,felodipine
PPAT,felodipine
KCNJ1,felodipine
ATP5F1D,felodipine
PDPK1,felodipine
IGF1R,felodipine
MET,felodipine
GLRA3,felodipine
PIK3CG,felodipine
TBXAS1,felodipine
PLD1,felodipine
DHH,felodipine
AKT1,felodipine
CDK2,felodipine
PARP3,felodipine
PLK1,felodipine
ATM,felodipine
IMPDH1,felodipine
TUBB3,felodipine
BRAF,felodipine
HBB,felodipine
LYN,felodipine
ANXA1,felodipine
CCR1,felodipine
ALK,felodipine
HDAC3,felodipine
PTGIR,felodipine
RPL23A,felodipine
FLT3,felodipine
MME,felodipine
CTSG,felodipine
PAK4,felodipine
GPR119,felodipine
SCNN1G,felodipine
GJB4,felodipine
S1PR4,felodipine
IL1B,felodipine
F10,felodipine
ELANE,felodipine
RPL3,felodipine
ERBB2,felodipine
AKR1B1,felodipine
GUCY1B1,felodipine
ADRA2B,felodipine
HCK,felodipine
P3H1,felodipine
CA5A,felodipine
DCK,felodipine
TNF,felodipine
RNASE1,felodipine
PTGIS,felodipine
PRKCE,felodipine
FPR1,felodipine
FGF1,felodipine
CDK9,felodipine
KDR,felodipine
EDNRB,felodipine
ASIC1,felodipine
JAK1,felodipine
PLA2G1B,felodipine
BRD4,felodipine
TUBB,felodipine
AGER,felodipine
S1PR2,felodipine
PDE4D,felodipine
CHEK2,felodipine
PAK1,felodipine
HDAC6,felodipine
DYRK1B,felodipine
USP1,felodipine
CYP1A2,felodipine
CACNG1,felodipine
HTR2C,felodipine
DNMT3A,felodipine
PORCN,felodipine
GAA,felodipine
PRKCB,felodipine
PTK2B,felodipine
CLK1,felodipine
CACNA2D3,felodipine
HSD11B1,felodipine
HTR3A,felodipine
ADA,felodipine
PDE3A,felodipine
NTRK1,felodipine
LCK,felodipine
KCNH7,felodipine
SIRT2,felodipine
P2RY12,felodipine
HIF1A,paliperidone
CATSPER4,paliperidone
DDR2,paliperidone
OPRL1,paliperidone
SLC7A11,paliperidone
FFAR2,paliperidone
KCNMA1,paliperidone
HRH4,paliperidone
GHSR,paliperidone
ALDH2,paliperidone
COMT,paliperidone
PTPN2,paliperidone
KCNQ2,paliperidone
ITGB2,paliperidone
S1PR1,paliperidone
FOXM1,paliperidone
MAPK14,paliperidone
SLCO2B1,paliperidone
KCNN4,paliperidone
GRIN2A,paliperidone
CACNB4,paliperidone
HSP90AB1,paliperidone
CSK,paliperidone
AKR1C1,paliperidone
CHRM2,paliperidone
TGFBR1,paliperidone
TGM2,paliperidone
CDK4,paliperidone
LPAR1,paliperidone
CHRM3,paliperidone
UGT1A9,paliperidone
HPGDS,paliperidone
ADORA2A,paliperidone
CCND1,paliperidone
KCNN1,paliperidone
ABL1,paliperidone
SSTR2,paliperidone
HSP90AA1,paliperidone
TUBB4B,paliperidone
EZH2,paliperidone
PNLIP,paliperidone
CYP2A6,paliperidone
CSF1R,paliperidone
S100B,paliperidone
PDE7A,paliperidone
AURKB,paliperidone
CDC25A,paliperidone
KCNK1,paliperidone
CA14,paliperidone
ICAM1,paliperidone
GPR55,paliperidone
OPRM1,paliperidone
VEGFA,paliperidone
ADH1C,paliperidone
KCTD16,paliperidone
CYP3A4,paliperidone
AVPR1A,paliperidone
MAPK8,paliperidone
TNNC1,paliperidone
GABRB2,paliperidone
MMP2,paliperidone
RET,paliperidone
NAMPT,paliperidone
CASP3,paliperidone
KRAS,paliperidone
BTK,paliperidone
SLC29A1,paliperidone
FFAR4,paliperidone
PPARD,paliperidone
BAX,paliperidone
RGS4,paliperidone
CDK7,paliperidone
PPAT,paliperidone
KCNJ1,paliperidone
ATP5F1D,paliperidone
PDPK1,paliperidone
IGF1R,paliperidone
MET,paliperidone
GLRA3,paliperidone
PIK3CG,paliperidone
TBXAS1,paliperidone
PLD1,paliperidone
DHH,paliperidone
AKT1,paliperidone
CDK2,paliperidone
PARP3,paliperidone
PLK1,paliperidone
ATM,paliperidone
IMPDH1,paliperidone
TUBB3,paliperidone
BRAF,paliperidone
HBB,paliperidone
LYN,paliperidone
ANXA1,paliperidone
CCR1,paliperidone
ALK,paliperidone
HDAC3,paliperidone
PTGIR,paliperidone
RPL23A,paliperidone
FLT3,paliperidone
MME,paliperidone
CTSG,paliperidone
PAK4,paliperidone
GPR119,paliperidone
SCNN1G,paliperidone
GJB4,paliperidone
S1PR4,paliperidone
IL1B,paliperidone
F10,paliperidone
ELANE,paliperidone
RPL3,paliperidone
ERBB2,paliperidone
AKR1B1,paliperidone
GUCY1B1,paliperidone
ADRA2B,paliperidone
HCK,paliperidone
P3H1,paliperidone
CA5A,paliperidone
DCK,paliperidone
TNF,paliperidone
RNASE1,paliperidone
PTGIS,paliperidone
PRKCE,paliperidone
FPR1,paliperidone
FGF1,paliperidone
CDK9,paliperidone
KDR,paliperidone
EDNRB,paliperidone
ASIC1,paliperidone
JAK1,paliperidone
PLA2G1B,paliperidone
BRD4,paliperidone
TUBB,paliperidone
AGER,paliperidone
S1PR2,paliperidone
PDE4D,paliperidone
CHEK2,paliperidone
PAK1,paliperidone
HDAC6,paliperidone
DYRK1B,paliperidone
USP1,paliperidone
CYP1A2,paliperidone
CACNG1,paliperidone
HTR2C,paliperidone
DNMT3A,paliperidone
PORCN,paliperidone
GAA,paliperidone
PRKCB,paliperidone
PTK2B,paliperidone
CLK1,paliperidone
CACNA2D3,paliperidone
HSD11B1,paliperidone
HTR3A,paliperidone
ADA,paliperidone
PDE3A,paliperidone
NTRK1,paliperidone
LCK,paliperidone
KCNH7,paliperidone
SIRT2,paliperidone
P2RY12,paliperidone
HIF1A,purvalanol-a
CATSPER4,purvalanol-a
DDR2,purvalanol-a
OPRL1,purvalanol-a
SLC7A11,purvalanol-a
FFAR2,purvalanol-a
KCNMA1,purvalanol-a
HRH4,purvalanol-a
GHSR,purvalanol-a
ALDH2,purvalanol-a
COMT,purvalanol-a
PTPN2,purvalanol-a
KCNQ2,purvalanol-a
ITGB2,purvalanol-a
S1PR1,purvalanol-a
FOXM1,purvalanol-a
MAPK14,purvalanol-a
SLCO2B1,purvalanol-a
KCNN4,purvalanol-a
GRIN2A,purvalanol-a
CACNB4,purvalanol-a
HSP90AB1,purvalanol-a
CSK,purvalanol-a
AKR1C1,purvalanol-a
CHRM2,purvalanol-a
TGFBR1,purvalanol-a
TGM2,purvalanol-a
CDK4,purvalanol-a
LPAR1,purvalanol-a
CHRM3,purvalanol-a
UGT1A9,purvalanol-a
HPGDS,purvalanol-a
ADORA2A,purvalanol-a
CCND1,purvalanol-a
KCNN1,purvalanol-a
ABL1,purvalanol-a
