gene,compound
HSP90AA1,NVP-HSP990
EZH2,NVP-HSP990
PNLIP,NVP-HSP990
S100B,NVP-HSP990
CDC25A,NVP-HSP990
KCNK1,NVP-HSP990
CA14,NVP-HSP990
ICAM1,NVP-HSP990
GPR55,NVP-HSP990
OPRM1,NVP-HSP990
VEGFA,NVP-HSP990
ADH1C,NVP-HSP990
KCTD16,NVP-HSP990
CYP3A4,NVP-HSP990
MAPK8,NVP-HSP990
GABRB2,NVP-HSP990
RET,NVP-HSP990
NAMPT,NVP-HSP990
CASP3,NVP-HSP990
KRAS,NVP-HSP990
BTK,NVP-HSP990
PPARD,NVP-HSP990
CDK7,NVP-HSP990
PPAT,NVP-HSP990
ATP5F1D,NVP-HSP990
PDPK1,NVP-HSP990
MET,NVP-HSP990
PIK3CG,NVP-HSP990
TBXAS1,NVP-HSP990
PLD1,NVP-HSP990
DHH,NVP-HSP990
AKT1,NVP-HSP990
PARP3,NVP-HSP990
PLK1,NVP-HSP990
ATM,NVP-HSP990
LYN,NVP-HSP990
ANXA1,NVP-HSP990
CCR1,NVP-HSP990
HDAC3,NVP-HSP990
FLT3,NVP-HSP990
MME,NVP-HSP990
SCNN1G,NVP-HSP990
GJB4,NVP-HSP990
IL1B,NVP-HSP990
F10,NVP-HSP990
ERBB2,NVP-HSP990
GUCY1B1,NVP-HSP990
TNF,NVP-HSP990
RNASE1,NVP-HSP990
PTGIS,NVP-HSP990
PRKCE,NVP-HSP990
CDK9,NVP-HSP990
KDR,NVP-HSP990
PLA2G1B,NVP-HSP990
BRD4,NVP-HSP990
TUBB,NVP-HSP990
AGER,NVP-HSP990
PDE4D,NVP-HSP990
CHEK2,NVP-HSP990
HDAC6,NVP-HSP990
CACNG1,NVP-HSP990
HTR2C,NVP-HSP990
PORCN,NVP-HSP990
GAA,NVP-HSP990
PRKCB,NVP-HSP990
PTK2B,NVP-HSP990
HTR3A,NVP-HSP990
LCK,NVP-HSP990
KCNH7,NVP-HSP990
SIRT2,NVP-HSP990
P2RY12,NVP-HSP990
HIF1A,nialamide
DDR2,nialamide
OPRL1,nialamide
SLC7A11,nialamide
FFAR2,nialamide
KCNMA1,nialamide
GHSR,nialamide
ALDH2,nialamide
COMT,nialamide
PTPN2,nialamide
ITGB2,nialamide
S1PR1,nialamide
FOXM1,nialamide
MAPK14,nialamide
SLCO2B1,nialamide
GRIN2A,nialamide
CACNB4,nialamide
CSK,nialamide
CHRM2,nialamide
TGFBR1,nialamide
LPAR1,nialamide
CHRM3,nialamide
ADORA2A,nialamide
CCND1,nialamide
KCNN1,nialamide
ABL1,nialamide
SSTR2,nialamide
HSP90AA1,nialamide
EZH2,nialamide
PNLIP,nialamide
CYP2A6,nialamide
S100B,nialamide
PDE7A,nialamide
AURKB,nialamide
CDC25A,nialamide
ICAM1,nialamide
OPRM1,nialamide
VEGFA,nialamide
ADH1C,nialamide
AVPR1A,nialamide
MAPK8,nialamide
GABRB2,nialamide
MMP2,nialamide
RET,nialamide
NAMPT,nialamide
KRAS,nialamide
BTK,nialamide
SLC29A1,nialamide
FFAR4,nialamide
PPARD,nialamide
BAX,nialamide
RGS4,nialamide
KCNJ1,nialamide
PDPK1,nialamide
IGF1R,nialamide
PIK3CG,nialamide
TBXAS1,nialamide
DHH,nialamide
AKT1,nialamide
CDK2,nialamide
PLK1,nialamide
IMPDH1,nialamide
TUBB3,nialamide
BRAF,nialamide
HBB,nialamide
LYN,nialamide
ANXA1,nialamide
CCR1,nialamide
ALK,nialamide
RPL23A,nialamide
MME,nialamide
CTSG,nialamide
PAK4,nialamide
GPR119,nialamide
SCNN1G,nialamide
F10,nialamide
ELANE,nialamide
RPL3,nialamide
ERBB2,nialamide
GUCY1B1,nialamide
CA5A,nialamide
TNF,nialamide
RNASE1,nialamide
FPR1,nialamide
KDR,nialamide
JAK1,nialamide
PLA2G1B,nialamide
BRD4,nialamide
TUBB,nialamide
AGER,nialamide
S1PR2,nialamide
PDE4D,nialamide
CHEK2,nialamide
PAK1,nialamide
DYRK1B,nialamide
CACNG1,nialamide
HTR2C,nialamide
DNMT3A,nialamide
CLK1,nialamide
HTR3A,nialamide
ADA,nialamide
NTRK1,nialamide
LCK,nialamide
SIRT2,nialamide
P2RY12,nialamide
OPRL1,arundic-acid
FFAR2,arundic-acid
KCNMA1,arundic-acid
HRH4,arundic-acid
GHSR,arundic-acid
ALDH2,arundic-acid
PTPN2,arundic-acid
KCNQ2,arundic-acid
ITGB2,arundic-acid
S1PR1,arundic-acid
FOXM1,arundic-acid
SLCO2B1,arundic-acid
KCNN4,arundic-acid
CACNB4,arundic-acid
HSP90AB1,arundic-acid
CSK,arundic-acid
AKR1C1,arundic-acid
CHRM2,arundic-acid
TGFBR1,arundic-acid
TGM2,arundic-acid
CDK4,arundic-acid
ADORA2A,arundic-acid
KCNN1,arundic-acid
SSTR2,arundic-acid
HSP90AA1,arundic-acid
TUBB4B,arundic-acid
EZH2,arundic-acid
PNLIP,arundic-acid
CYP2A6,arundic-acid
CSF1R,arundic-acid
S100B,arundic-acid
PDE7A,arundic-acid
AURKB,arundic-acid
CDC25A,arundic-acid
KCNK1,arundic-acid
CA14,arundic-acid
OPRM1,arundic-acid
CYP3A4,arundic-acid
AVPR1A,arundic-acid
MAPK8,arundic-acid
TNNC1,arundic-acid
GABRB2,arundic-acid
MMP2,arundic-acid
RET,arundic-acid
CASP3,arundic-acid
BTK,arundic-acid
SLC29A1,arundic-acid
FFAR4,arundic-acid
PPARD,arundic-acid
RGS4,arundic-acid
PPAT,arundic-acid
ATP5F1D,arundic-acid
PDPK1,arundic-acid
GLRA3,arundic-acid
TBXAS1,arundic-acid
AKT1,arundic-acid
PARP3,arundic-acid
PLK1,arundic-acid
ATM,arundic-acid
TUBB3,arundic-acid
HBB,arundic-acid
LYN,arundic-acid
ANXA1,arundic-acid
CCR1,arundic-acid
HDAC3,arundic-acid
PTGIR,arundic-acid
FLT3,arundic-acid
MME,arundic-acid
CTSG,arundic-acid
PAK4,arundic-acid
GJB4,arundic-acid
IL1B,arundic-acid
AKR1B1,arundic-acid
GUCY1B1,arundic-acid
ADRA2B,arundic-acid
HCK,arundic-acid
P3H1,arundic-acid
RNASE1,arundic-acid
PTGIS,arundic-acid
PRKCE,arundic-acid
FPR1,arundic-acid
FGF1,arundic-acid
CDK9,arundic-acid
JAK1,arundic-acid
BRD4,arundic-acid
S1PR2,arundic-acid
PAK1,arundic-acid
HDAC6,arundic-acid
DYRK1B,arundic-acid
USP1,arundic-acid
CACNG1,arundic-acid
DNMT3A,arundic-acid
PORCN,arundic-acid
GAA,arundic-acid
PTK2B,arundic-acid
CLK1,arundic-acid
CACNA2D3,arundic-acid
HSD11B1,arundic-acid
ADA,arundic-acid
NTRK1,arundic-acid
KCNH7,arundic-acid
HIF1A,torcitabine
DDR2,torcitabine
SLC7A11,torcitabine
FFAR2,torcitabine
GHSR,torcitabine
COMT,torcitabine
PTPN2,torcitabine
ITGB2,torcitabine
FOXM1,torcitabine
GRIN2A,torcitabine
CACNB4,torcitabine
HSP90AB1,torcitabine
CSK,torcitabine
CHRM2,torcitabine
TGM2,torcitabine
CDK4,torcitabine
CHRM3,torcitabine
UGT1A9,torcitabine
HPGDS,torcitabine
KCNN1,torcitabine
SSTR2,torcitabine
HSP90AA1,torcitabine
PNLIP,torcitabine
CYP2A6,torcitabine
CSF1R,torcitabine
S100B,torcitabine
AURKB,torcitabine
KCNK1,torcitabine
CA14,torcitabine
ICAM1,torcitabine
OPRM1,torcitabine
VEGFA,torcitabine
KCTD16,torcitabine
AVPR1A,torcitabine
SLC29A1,torcitabine
FFAR4,torcitabine
PPARD,torcitabine
BAX,torcitabine
KCNJ1,torcitabine
ATP5F1D,torcitabine
IGF1R,torcitabine
GLRA3,torcitabine
TBXAS1,torcitabine
AKT1,torcitabine
CDK2,torcitabine
PLK1,torcitabine
ATM,torcitabine
IMPDH1,torcitabine
TUBB3,torcitabine
HBB,torcitabine
LYN,torcitabine
CCR1,torcitabine
HDAC3,torcitabine
PTGIR,torcitabine
RPL23A,torcitabine
FLT3,torcitabine
MME,torcitabine
GPR119,torcitabine
SCNN1G,torcitabine
GJB4,torcitabine
S1PR4,torcitabine
ELANE,torcitabine
RPL3,torcitabine
ERBB2,torcitabine
AKR1B1,torcitabine
GUCY1B1,torcitabine
ADRA2B,torcitabine
HCK,torcitabine
P3H1,torcitabine
CA5A,torcitabine
TNF,torcitabine
PTGIS,torcitabine
PRKCE,torcitabine
KDR,torcitabine
EDNRB,torcitabine
JAK1,torcitabine
PLA2G1B,torcitabine
BRD4,torcitabine
AGER,torcitabine
PDE4D,torcitabine
PAK1,torcitabine
HDAC6,torcitabine
CACNG1,torcitabine
HTR2C,torcitabine
DNMT3A,torcitabine
PORCN,torcitabine
CLK1,torcitabine
HSD11B1,torcitabine
HTR3A,torcitabine
PDE3A,torcitabine
NTRK1,torcitabine
LCK,torcitabine
SIRT2,torcitabine
P2RY12,torcitabine
DDR2,epothilone-b
OPRL1,epothilone-b
GHSR,epothilone-b
PTPN2,epothilone-b
KCNQ2,epothilone-b
S1PR1,epothilone-b
FOXM1,epothilone-b
SLCO2B1,epothilone-b
KCNN4,epothilone-b
CACNB4,epothilone-b
HSP90AB1,epothilone-b
CSK,epothilone-b
AKR1C1,epothilone-b
TGM2,epothilone-b
LPAR1,epothilone-b
CHRM3,epothilone-b
HPGDS,epothilone-b
ADORA2A,epothilone-b
KCNN1,epothilone-b
ABL1,epothilone-b
EZH2,epothilone-b
PNLIP,epothilone-b
CYP2A6,epothilone-b
S100B,epothilone-b
CDC25A,epothilone-b
KCNK1,epothilone-b
ICAM1,epothilone-b
KCTD16,epothilone-b
CYP3A4,epothilone-b
AVPR1A,epothilone-b
MAPK8,epothilone-b
GABRB2,epothilone-b
MMP2,epothilone-b
RET,epothilone-b
NAMPT,epothilone-b
FFAR4,epothilone-b
BAX,epothilone-b
RGS4,epothilone-b
PPAT,epothilone-b
ATP5F1D,epothilone-b
IGF1R,epothilone-b
MET,epothilone-b
GLRA3,epothilone-b
CDK2,epothilone-b
PLK1,epothilone-b
ATM,epothilone-b
TUBB3,epothilone-b
HBB,epothilone-b
CCR1,epothilone-b
ALK,epothilone-b
FLT3,epothilone-b
MME,epothilone-b
PAK4,epothilone-b
GJB4,epothilone-b
S1PR4,epothilone-b
ELANE,epothilone-b
ERBB2,epothilone-b
AKR1B1,epothilone-b
GUCY1B1,epothilone-b
HCK,epothilone-b
CA5A,epothilone-b
DCK,epothilone-b
RNASE1,epothilone-b
PTGIS,epothilone-b
PRKCE,epothilone-b
CDK9,epothilone-b
KDR,epothilone-b
ASIC1,epothilone-b
JAK1,epothilone-b
PLA2G1B,epothilone-b
BRD4,epothilone-b
TUBB,epothilone-b
S1PR2,epothilone-b
PAK1,epothilone-b
DYRK1B,epothilone-b
CACNG1,epothilone-b
PORCN,epothilone-b
CLK1,epothilone-b
CACNA2D3,epothilone-b
HTR3A,epothilone-b
NTRK1,epothilone-b
LCK,epothilone-b
SIRT2,epothilone-b
P2RY12,epothilone-b
CATSPER4,dyphylline
SLC7A11,dyphylline
FFAR2,dyphylline
KCNMA1,dyphylline
HRH4,dyphylline
COMT,dyphylline
PTPN2,dyphylline
ITGB2,dyphylline
S1PR1,dyphylline
FOXM1,dyphylline
MAPK14,dyphylline
SLCO2B1,dyphylline
KCNN4,dyphylline
CACNB4,dyphylline
CSK,dyphylline
AKR1C1,dyphylline
TGFBR1,dyphylline
TGM2,dyphylline
CHRM3,dyphylline
UGT1A9,dyphylline
HPGDS,dyphylline
ADORA2A,dyphylline
CCND1,dyphylline
KCNN1,dyphylline
ABL1,dyphylline
SSTR2,dyphylline
HSP90AA1,dyphylline
TUBB4B,dyphylline
EZH2,dyphylline
CYP2A6,dyphylline
CSF1R,dyphylline
PDE7A,dyphylline
AURKB,dyphylline
CDC25A,dyphylline
KCNK1,dyphylline
ICAM1,dyphylline
GPR55,dyphylline
OPRM1,dyphylline
ADH1C,dyphylline
CYP3A4,dyphylline
MAPK8,dyphylline
TNNC1,dyphylline
GABRB2,dyphylline
NAMPT,dyphylline
KRAS,dyphylline
BTK,dyphylline
SLC29A1,dyphylline
FFAR4,dyphylline
PPARD,dyphylline
PPAT,dyphylline
IGF1R,dyphylline
MET,dyphylline
GLRA3,dyphylline
PIK3CG,dyphylline
DHH,dyphylline
AKT1,dyphylline
CDK2,dyphylline
PARP3,dyphylline
ATM,dyphylline
HBB,dyphylline
LYN,dyphylline
ANXA1,dyphylline
CCR1,dyphylline
ALK,dyphylline
RPL23A,dyphylline
FLT3,dyphylline
PAK4,dyphylline
SCNN1G,dyphylline
GJB4,dyphylline
F10,dyphylline
ELANE,dyphylline
RPL3,dyphylline
ERBB2,dyphylline
GUCY1B1,dyphylline
ADRA2B,dyphylline
HCK,dyphylline
DCK,dyphylline
TNF,dyphylline
RNASE1,dyphylline
PTGIS,dyphylline
PRKCE,dyphylline
FGF1,dyphylline
ASIC1,dyphylline
JAK1,dyphylline
BRD4,dyphylline
AGER,dyphylline
S1PR2,dyphylline
PDE4D,dyphylline
PAK1,dyphylline
HDAC6,dyphylline
USP1,dyphylline
CACNG1,dyphylline
HTR2C,dyphylline
PORCN,dyphylline
GAA,dyphylline
PTK2B,dyphylline
HTR3A,dyphylline
PDE3A,dyphylline
LCK,dyphylline
KCNH7,dyphylline
SIRT2,dyphylline
P2RY12,dyphylline
CATSPER4,quinidine
OPRL1,quinidine
KCNMA1,quinidine
GHSR,quinidine
ALDH2,quinidine
COMT,quinidine
PTPN2,quinidine
KCNQ2,quinidine
ITGB2,quinidine
S1PR1,quinidine
MAPK14,quinidine
GRIN2A,quinidine
CSK,quinidine
AKR1C1,quinidine
CHRM2,quinidine
TGFBR1,quinidine
CHRM3,quinidine
ADORA2A,quinidine
ABL1,quinidine
SSTR2,quinidine
EZH2,quinidine
PNLIP,quinidine
S100B,quinidine
CDC25A,quinidine
KCNK1,quinidine
CA14,quinidine
ICAM1,quinidine
ADH1C,quinidine
CYP3A4,quinidine
GABRB2,quinidine
MMP2,quinidine
RET,quinidine
NAMPT,quinidine
BTK,quinidine
SLC29A1,quinidine
PPARD,quinidine
RGS4,quinidine
CDK7,quinidine
PPAT,quinidine
KCNJ1,quinidine
ATP5F1D,quinidine
IGF1R,quinidine
MET,quinidine
PIK3CG,quinidine
TBXAS1,quinidine
PLD1,quinidine
DHH,quinidine
CDK2,quinidine
PARP3,quinidine
PLK1,quinidine
IMPDH1,quinidine
TUBB3,quinidine
BRAF,quinidine
HBB,quinidine
ANXA1,quinidine
ALK,quinidine
HDAC3,quinidine
PTGIR,quinidine
FLT3,quinidine
MME,quinidine
SCNN1G,quinidine
IL1B,quinidine
AKR1B1,quinidine
GUCY1B1,quinidine
P3H1,quinidine
CA5A,quinidine
DCK,quinidine
TNF,quinidine
PRKCE,quinidine
FPR1,quinidine
FGF1,quinidine
CDK9,quinidine
KDR,quinidine
ASIC1,quinidine
JAK1,quinidine
PLA2G1B,quinidine
TUBB,quinidine
AGER,quinidine
S1PR2,quinidine
PDE4D,quinidine
CHEK2,quinidine
HDAC6,quinidine
USP1,quinidine
CACNG1,quinidine
HTR2C,quinidine
DNMT3A,quinidine
GAA,quinidine
PRKCB,quinidine
PTK2B,quinidine
CACNA2D3,quinidine
ADA,quinidine
LCK,quinidine
P2RY12,quinidine
HIF1A,halopemide
DDR2,halopemide
FFAR2,halopemide
ALDH2,halopemide
COMT,halopemide
PTPN2,halopemide
S1PR1,halopemide
SLCO2B1,halopemide
GRIN2A,halopemide
CACNB4,halopemide
HSP90AB1,halopemide
CSK,halopemide
AKR1C1,halopemide
CHRM2,halopemide
HPGDS,halopemide
SSTR2,halopemide
HSP90AA1,halopemide
CYP2A6,halopemide
S100B,halopemide
CDC25A,halopemide
ICAM1,halopemide
GPR55,halopemide
OPRM1,halopemide
ADH1C,halopemide
KCTD16,halopemide
CYP3A4,halopemide
MAPK8,halopemide
MMP2,halopemide
RET,halopemide
NAMPT,halopemide
CASP3,halopemide
KRAS,halopemide
BTK,halopemide
SLC29A1,halopemide
PPARD,halopemide
BAX,halopemide
RGS4,halopemide
PPAT,halopemide
KCNJ1,halopemide
ATP5F1D,halopemide
PIK3CG,halopemide
PLD1,halopemide
DHH,halopemide
AKT1,halopemide
PARP3,halopemide
ATM,halopemide
IMPDH1,halopemide
TUBB3,halopemide
LYN,halopemide
HDAC3,halopemide
PTGIR,halopemide
RPL23A,halopemide
FLT3,halopemide
MME,halopemide
PAK4,halopemide
GPR119,halopemide
IL1B,halopemide
F10,halopemide
RPL3,halopemide
AKR1B1,halopemide
HCK,halopemide
P3H1,halopemide
DCK,halopemide
PTGIS,halopemide
PRKCE,halopemide
FPR1,halopemide
CDK9,halopemide
KDR,halopemide
PLA2G1B,halopemide
TUBB,halopemide
S1PR2,halopemide
PDE4D,halopemide
USP1,halopemide
CYP1A2,halopemide
DNMT3A,halopemide
PORCN,halopemide
GAA,halopemide
HSD11B1,halopemide
HTR3A,halopemide
ADA,halopemide
PDE3A,halopemide
LCK,halopemide
SIRT2,halopemide
CATSPER4,sulfinpyrazone
OPRL1,sulfinpyrazone
SLC7A11,sulfinpyrazone
FFAR2,sulfinpyrazone
KCNMA1,sulfinpyrazone
HRH4,sulfinpyrazone
GHSR,sulfinpyrazone
PTPN2,sulfinpyrazone
KCNQ2,sulfinpyrazone
FOXM1,sulfinpyrazone
SLCO2B1,sulfinpyrazone
KCNN4,sulfinpyrazone
HSP90AB1,sulfinpyrazone
AKR1C1,sulfinpyrazone
CHRM2,sulfinpyrazone
TGFBR1,sulfinpyrazone
TGM2,sulfinpyrazone
CDK4,sulfinpyrazone
CHRM3,sulfinpyrazone
UGT1A9,sulfinpyrazone
ADORA2A,sulfinpyrazone
CCND1,sulfinpyrazone
KCNN1,sulfinpyrazone
ABL1,sulfinpyrazone
SSTR2,sulfinpyrazone
HSP90AA1,sulfinpyrazone
EZH2,sulfinpyrazone
CSF1R,sulfinpyrazone
S100B,sulfinpyrazone
PDE7A,sulfinpyrazone
AURKB,sulfinpyrazone
CDC25A,sulfinpyrazone
CA14,sulfinpyrazone
OPRM1,sulfinpyrazone
ADH1C,sulfinpyrazone
KCTD16,sulfinpyrazone
CYP3A4,sulfinpyrazone
AVPR1A,sulfinpyrazone
MAPK8,sulfinpyrazone
TNNC1,sulfinpyrazone
GABRB2,sulfinpyrazone
MMP2,sulfinpyrazone
CASP3,sulfinpyrazone
KRAS,sulfinpyrazone
SLC29A1,sulfinpyrazone
FFAR4,sulfinpyrazone
KCNJ1,sulfinpyrazone
ATP5F1D,sulfinpyrazone
PDPK1,sulfinpyrazone
IGF1R,sulfinpyrazone
MET,sulfinpyrazone
GLRA3,sulfinpyrazone
PIK3CG,sulfinpyrazone
TBXAS1,sulfinpyrazone
PLD1,sulfinpyrazone
DHH,sulfinpyrazone
AKT1,sulfinpyrazone
PLK1,sulfinpyrazone
TUBB3,sulfinpyrazone
HBB,sulfinpyrazone
CCR1,sulfinpyrazone
ALK,sulfinpyrazone
RPL23A,sulfinpyrazone
MME,sulfinpyrazone
CTSG,sulfinpyrazone
PAK4,sulfinpyrazone
GPR119,sulfinpyrazone
S1PR4,sulfinpyrazone
IL1B,sulfinpyrazone
F10,sulfinpyrazone
ELANE,sulfinpyrazone
ERBB2,sulfinpyrazone
AKR1B1,sulfinpyrazone
ADRA2B,sulfinpyrazone
HCK,sulfinpyrazone
P3H1,sulfinpyrazone
PRKCE,sulfinpyrazone
FPR1,sulfinpyrazone
FGF1,sulfinpyrazone
CDK9,sulfinpyrazone
KDR,sulfinpyrazone
EDNRB,sulfinpyrazone
JAK1,sulfinpyrazone
PLA2G1B,sulfinpyrazone
BRD4,sulfinpyrazone
TUBB,sulfinpyrazone
PDE4D,sulfinpyrazone
PAK1,sulfinpyrazone
HDAC6,sulfinpyrazone
DYRK1B,sulfinpyrazone
USP1,sulfinpyrazone
PORCN,sulfinpyrazone
GAA,sulfinpyrazone
PRKCB,sulfinpyrazone
CLK1,sulfinpyrazone
PDE3A,sulfinpyrazone
NTRK1,sulfinpyrazone
LCK,sulfinpyrazone
KCNH7,sulfinpyrazone
SIRT2,sulfinpyrazone
CATSPER4,ML-323
OPRL1,ML-323
KCNMA1,ML-323
HRH4,ML-323
GHSR,ML-323
ALDH2,ML-323
COMT,ML-323
PTPN2,ML-323
KCNQ2,ML-323
ITGB2,ML-323
S1PR1,ML-323
MAPK14,ML-323
SLCO2B1,ML-323
KCNN4,ML-323
GRIN2A,ML-323
CACNB4,ML-323
CSK,ML-323
AKR1C1,ML-323
TGFBR1,ML-323
TGM2,ML-323
CDK4,ML-323
LPAR1,ML-323
KCNN1,ML-323
ABL1,ML-323
SSTR2,ML-323
HSP90AA1,ML-323
TUBB4B,ML-323
PNLIP,ML-323
CSF1R,ML-323
PDE7A,ML-323
CDC25A,ML-323
KCNK1,ML-323
ICAM1,ML-323
GPR55,ML-323
VEGFA,ML-323
ADH1C,ML-323
CYP3A4,ML-323
AVPR1A,ML-323
MAPK8,ML-323
MMP2,ML-323
RET,ML-323
NAMPT,ML-323
CASP3,ML-323
KRAS,ML-323
SLC29A1,ML-323
FFAR4,ML-323
BAX,ML-323
RGS4,ML-323
PPAT,ML-323
KCNJ1,ML-323
ATP5F1D,ML-323
PDPK1,ML-323
IGF1R,ML-323
MET,ML-323
GLRA3,ML-323
PIK3CG,ML-323
PLD1,ML-323
DHH,ML-323
CDK2,ML-323
PLK1,ML-323
IMPDH1,ML-323
HBB,ML-323
PTGIR,ML-323
CTSG,ML-323
SCNN1G,ML-323
GJB4,ML-323
S1PR4,ML-323
IL1B,ML-323
RPL3,ML-323
ERBB2,ML-323
AKR1B1,ML-323
P3H1,ML-323
TNF,ML-323
RNASE1,ML-323
PRKCE,ML-323
FGF1,ML-323
CDK9,ML-323
KDR,ML-323
EDNRB,ML-323
PLA2G1B,ML-323
BRD4,ML-323
S1PR2,ML-323
PDE4D,ML-323
PAK1,ML-323
HDAC6,ML-323
DYRK1B,ML-323
USP1,ML-323
CYP1A2,ML-323
CACNG1,ML-323
HTR2C,ML-323
DNMT3A,ML-323
PTK2B,ML-323
HSD11B1,ML-323
HTR3A,ML-323
ADA,ML-323
LCK,ML-323
HIF1A,racecadotril
CATSPER4,racecadotril
DDR2,racecadotril
OPRL1,racecadotril
SLC7A11,racecadotril
FFAR2,racecadotril
COMT,racecadotril
KCNQ2,racecadotril
ITGB2,racecadotril
S1PR1,racecadotril
FOXM1,racecadotril
MAPK14,racecadotril
SLCO2B1,racecadotril
KCNN4,racecadotril
GRIN2A,racecadotril
CSK,racecadotril
CHRM2,racecadotril
TGFBR1,racecadotril
CDK4,racecadotril
HPGDS,racecadotril
ADORA2A,racecadotril
SSTR2,racecadotril
HSP90AA1,racecadotril
TUBB4B,racecadotril
EZH2,racecadotril
CYP2A6,racecadotril
CSF1R,racecadotril
S100B,racecadotril
CDC25A,racecadotril
KCNK1,racecadotril
ICAM1,racecadotril
GPR55,racecadotril
OPRM1,racecadotril
VEGFA,racecadotril
AVPR1A,racecadotril
MAPK8,racecadotril
TNNC1,racecadotril
MMP2,racecadotril
CASP3,racecadotril
BTK,racecadotril
SLC29A1,racecadotril
FFAR4,racecadotril
PPARD,racecadotril
BAX,racecadotril
RGS4,racecadotril
CDK7,racecadotril
IGF1R,racecadotril
MET,racecadotril
GLRA3,racecadotril
DHH,racecadotril
AKT1,racecadotril
CDK2,racecadotril
PARP3,racecadotril
PLK1,racecadotril
TUBB3,racecadotril
BRAF,racecadotril
HBB,racecadotril
LYN,racecadotril
CCR1,racecadotril
ALK,racecadotril
HDAC3,racecadotril
PTGIR,racecadotril
MME,racecadotril
GJB4,racecadotril
IL1B,racecadotril
F10,racecadotril
ERBB2,racecadotril
AKR1B1,racecadotril
GUCY1B1,racecadotril
ADRA2B,racecadotril
P3H1,racecadotril
TNF,racecadotril
RNASE1,racecadotril
PTGIS,racecadotril
FPR1,racecadotril
FGF1,racecadotril
KDR,racecadotril
EDNRB,racecadotril
ASIC1,racecadotril
PLA2G1B,racecadotril
BRD4,racecadotril
TUBB,racecadotril
AGER,racecadotril
CHEK2,racecadotril
USP1,racecadotril
CACNG1,racecadotril
HTR2C,racecadotril
PORCN,racecadotril
GAA,racecadotril
PRKCB,racecadotril
CLK1,racecadotril
CACNA2D3,racecadotril
HSD11B1,racecadotril
HTR3A,racecadotril
ADA,racecadotril
NTRK1,racecadotril
LCK,racecadotril
KCNH7,racecadotril
P2RY12,racecadotril
CATSPER4,BRL-50481
DDR2,BRL-50481
OPRL1,BRL-50481
HRH4,BRL-50481
KCNQ2,BRL-50481
ITGB2,BRL-50481
S1PR1,BRL-50481
FOXM1,BRL-50481
MAPK14,BRL-50481
SLCO2B1,BRL-50481
KCNN4,BRL-50481
CACNB4,BRL-50481
HSP90AB1,BRL-50481
CSK,BRL-50481
TGFBR1,BRL-50481
TGM2,BRL-50481
CDK4,BRL-50481
CHRM3,BRL-50481
ABL1,BRL-50481
SSTR2,BRL-50481
HSP90AA1,BRL-50481
TUBB4B,BRL-50481
CYP2A6,BRL-50481
CSF1R,BRL-50481
S100B,BRL-50481
PDE7A,BRL-50481
AURKB,BRL-50481
ICAM1,BRL-50481
GPR55,BRL-50481
OPRM1,BRL-50481
ADH1C,BRL-50481
CYP3A4,BRL-50481
AVPR1A,BRL-50481
TNNC1,BRL-50481
MMP2,BRL-50481
RET,BRL-50481
CASP3,BRL-50481
KRAS,BRL-50481
BTK,BRL-50481
SLC29A1,BRL-50481
FFAR4,BRL-50481
PPARD,BRL-50481
BAX,BRL-50481
RGS4,BRL-50481
CDK7,BRL-50481
KCNJ1,BRL-50481
ATP5F1D,BRL-50481
PDPK1,BRL-50481
PIK3CG,BRL-50481
TBXAS1,BRL-50481
PLD1,BRL-50481
DHH,BRL-50481
ATM,BRL-50481
TUBB3,BRL-50481
BRAF,BRL-50481
HBB,BRL-50481
LYN,BRL-50481
ANXA1,BRL-50481
ALK,BRL-50481
HDAC3,BRL-50481
PTGIR,BRL-50481
RPL23A,BRL-50481
FLT3,BRL-50481
MME,BRL-50481
CTSG,BRL-50481
PAK4,BRL-50481
GPR119,BRL-50481
SCNN1G,BRL-50481
GJB4,BRL-50481
IL1B,BRL-50481
F10,BRL-50481
ELANE,BRL-50481
RPL3,BRL-50481
ERBB2,BRL-50481
AKR1B1,BRL-50481
GUCY1B1,BRL-50481
ADRA2B,BRL-50481
HCK,BRL-50481
CA5A,BRL-50481
TNF,BRL-50481
PTGIS,BRL-50481
FPR1,BRL-50481
FGF1,BRL-50481
CDK9,BRL-50481
KDR,BRL-50481
ASIC1,BRL-50481
BRD4,BRL-50481
PDE4D,BRL-50481
PAK1,BRL-50481
HDAC6,BRL-50481
CYP1A2,BRL-50481
CACNG1,BRL-50481
DNMT3A,BRL-50481
PORCN,BRL-50481
GAA,BRL-50481
CLK1,BRL-50481
HSD11B1,BRL-50481
ADA,BRL-50481
PDE3A,BRL-50481
NTRK1,BRL-50481
LCK,BRL-50481
P2RY12,BRL-50481
HIF1A,GSK2110183
CATSPER4,GSK2110183
OPRL1,GSK2110183
SLC7A11,GSK2110183
FFAR2,GSK2110183
KCNMA1,GSK2110183
GHSR,GSK2110183
ALDH2,GSK2110183
PTPN2,GSK2110183
KCNQ2,GSK2110183
MAPK14,GSK2110183
CACNB4,GSK2110183
CSK,GSK2110183
AKR1C1,GSK2110183
CHRM2,GSK2110183
TGFBR1,GSK2110183
TGM2,GSK2110183
CHRM3,GSK2110183
HPGDS,GSK2110183
CCND1,GSK2110183
HSP90AA1,GSK2110183
TUBB4B,GSK2110183
EZH2,GSK2110183
PNLIP,GSK2110183
CSF1R,GSK2110183
